first_scene,sceneinfo,appuin,appuinname,uv
1000,NULL,3208520159,信用卡还款+,2
1001,列表,3208520159,信用卡还款+,14
1005,全搜,3208520159,信用卡还款+,30
1006,垂搜,3208520159,信用卡还款+,32
1007,单聊,3208520159,信用卡还款+,2
1014,模版消息,3208520159,信用卡还款+,6
1020,公众号profile,3208520159,信用卡还款+,613
1027,本地搜索,3208520159,信用卡还款+,1
1037,其他小程序,3208520159,信用卡还款+,107
1042,好友搜索,3208520159,信用卡还款+,8
1043,公众号模板消息,3208520159,信用卡还款+,414
1089,会话下拉,3208520159,信用卡还款+,28
ALL,NULL,3208520159,信用卡还款+,1257
1001,列表,3505000820,春秋航空特价机票,12
1005,全搜,3505000820,春秋航空特价机票,222
1006,垂搜,3505000820,春秋航空特价机票,68
1007,单聊,3505000820,春秋航空特价机票,8
1011,扫描二维码,3505000820,春秋航空特价机票,41
1012,长按二维码,3505000820,春秋航空特价机票,5
1020,公众号profile,3505000820,春秋航空特价机票,132
1024,小程序profile,3505000820,春秋航空特价机票,8
1026,附近的小程序,3505000820,春秋航空特价机票,1
1027,本地搜索,3505000820,春秋航空特价机票,8
1035,公众号自定义菜单,3505000820,春秋航空特价机票,1423
1037,其他小程序,3505000820,春秋航空特价机票,9
1042,好友搜索,3505000820,春秋航空特价机票,49
1043,公众号模板消息,3505000820,春秋航空特价机票,1
1044,群API,3505000820,春秋航空特价机票,11
1047,扫描小程序码,3505000820,春秋航空特价机票,82
1048,长按小程序码,3505000820,春秋航空特价机票,3
1053,搜一搜,3505000820,春秋航空特价机票,13
1058,公众号文章,3505000820,春秋航空特价机票,12
1080,客服消息菜单,3505000820,春秋航空特价机票,3
1089,会话下拉,3505000820,春秋航空特价机票,18
1102,NULL,3505000820,春秋航空特价机票,47
ALL,NULL,3505000820,春秋航空特价机票,2176
1001,列表,3505000837,e代驾Lite,15
1005,全搜,3505000837,e代驾Lite,48
1006,垂搜,3505000837,e代驾Lite,190
1007,单聊,3505000837,e代驾Lite,9
1008,群聊,3505000837,e代驾Lite,6
1011,扫描二维码,3505000837,e代驾Lite,1744
1012,长按二维码,3505000837,e代驾Lite,29
1013,相册选取二维码,3505000837,e代驾Lite,7
1020,公众号profile,3505000837,e代驾Lite,37
1023,安卓桌面,3505000837,e代驾Lite,1
1024,小程序profile,3505000837,e代驾Lite,1
1027,本地搜索,3505000837,e代驾Lite,4
1035,公众号自定义菜单,3505000837,e代驾Lite,3
1037,其他小程序,3505000837,e代驾Lite,212
1042,好友搜索,3505000837,e代驾Lite,22
1047,扫描小程序码,3505000837,e代驾Lite,24
1048,长按小程序码,3505000837,e代驾Lite,6
1053,搜一搜,3505000837,e代驾Lite,4
1089,会话下拉,3505000837,e代驾Lite,13
ALL,NULL,3505000837,e代驾Lite,2375
1001,列表,3505000843,驴妈妈门票预订,10
1005,全搜,3505000843,驴妈妈门票预订,147
1006,垂搜,3505000843,驴妈妈门票预订,82
1007,单聊,3505000843,驴妈妈门票预订,41
1008,群聊,3505000843,驴妈妈门票预订,2
1011,扫描二维码,3505000843,驴妈妈门票预订,4577
1012,长按二维码,3505000843,驴妈妈门票预订,5
1013,相册选取二维码,3505000843,驴妈妈门票预订,1
1020,公众号profile,3505000843,驴妈妈门票预订,27
1024,小程序profile,3505000843,驴妈妈门票预订,1
1027,本地搜索,3505000843,驴妈妈门票预订,8
1035,公众号自定义菜单,3505000843,驴妈妈门票预订,586
1037,其他小程序,3505000843,驴妈妈门票预订,42
1042,好友搜索,3505000843,驴妈妈门票预订,17
1074,公众号会话卡片,3505000843,驴妈妈门票预订,3358
1089,会话下拉,3505000843,驴妈妈门票预订,3
1102,NULL,3505000843,驴妈妈门票预订,28
ALL,NULL,3505000843,驴妈妈门票预订,8935
1000,NULL,3505000848,车来了精准实时公交,5
1001,列表,3505000848,车来了精准实时公交,321
1005,全搜,3505000848,车来了精准实时公交,3890
1006,垂搜,3505000848,车来了精准实时公交,6529
1007,单聊,3505000848,车来了精准实时公交,1176
1008,群聊,3505000848,车来了精准实时公交,697
1010,收藏,3505000848,车来了精准实时公交,1
1011,扫描二维码,3505000848,车来了精准实时公交,101
1012,长按二维码,3505000848,车来了精准实时公交,94
1013,相册选取二维码,3505000848,车来了精准实时公交,3
1014,模版消息,3505000848,车来了精准实时公交,2
1020,公众号profile,3505000848,车来了精准实时公交,123
1023,安卓桌面,3505000848,车来了精准实时公交,19
1024,小程序profile,3505000848,车来了精准实时公交,33
1027,本地搜索,3505000848,车来了精准实时公交,219
1030,自动化测试下发,3505000848,车来了精准实时公交,1
1035,公众号自定义菜单,3505000848,车来了精准实时公交,19753
1036,App分享消息,3505000848,车来了精准实时公交,40
1037,其他小程序,3505000848,车来了精准实时公交,7206
1038,其他小程序返回,3505000848,车来了精准实时公交,6
1042,好友搜索,3505000848,车来了精准实时公交,364
1043,公众号模板消息,3505000848,车来了精准实时公交,6
1048,长按小程序码,3505000848,车来了精准实时公交,312
1049,相册选取小程序码,3505000848,车来了精准实时公交,1
1053,搜一搜,3505000848,车来了精准实时公交,180
1054,搜索历史,3505000848,车来了精准实时公交,1
1058,公众号文章,3505000848,车来了精准实时公交,17
1080,客服消息菜单,3505000848,车来了精准实时公交,21
1089,会话下拉,3505000848,车来了精准实时公交,1002
1092,城市服务页面,3505000848,车来了精准实时公交,7335
1096,聊天记录,3505000848,车来了精准实时公交,4
1102,NULL,3505000848,车来了精准实时公交,478
ALL,NULL,3505000848,车来了精准实时公交,49940
1000,NULL,3505000849,K米点歌,1
1001,列表,3505000849,K米点歌,18
1005,全搜,3505000849,K米点歌,1749
1006,垂搜,3505000849,K米点歌,283
1007,单聊,3505000849,K米点歌,7
1008,群聊,3505000849,K米点歌,4
1011,扫描二维码,3505000849,K米点歌,74
1020,公众号profile,3505000849,K米点歌,1005
1023,安卓桌面,3505000849,K米点歌,2
1024,小程序profile,3505000849,K米点歌,5
1027,本地搜索,3505000849,K米点歌,33
1030,自动化测试下发,3505000849,K米点歌,2
1037,其他小程序,3505000849,K米点歌,40
1042,好友搜索,3505000849,K米点歌,646
1053,搜一搜,3505000849,K米点歌,25
1054,搜索历史,3505000849,K米点歌,1
1089,会话下拉,3505000849,K米点歌,61
ALL,NULL,3505000849,K米点歌,3956
1000,NULL,3505000852,智联招聘丨白领招聘求职找工作,2
1001,列表,3505000852,智联招聘丨白领招聘求职找工作,12
1005,全搜,3505000852,智联招聘丨白领招聘求职找工作,178
1006,垂搜,3505000852,智联招聘丨白领招聘求职找工作,202
1007,单聊,3505000852,智联招聘丨白领招聘求职找工作,117
1008,群聊,3505000852,智联招聘丨白领招聘求职找工作,21
1011,扫描二维码,3505000852,智联招聘丨白领招聘求职找工作,2
1020,公众号profile,3505000852,智联招聘丨白领招聘求职找工作,33
1023,安卓桌面,3505000852,智联招聘丨白领招聘求职找工作,1
1024,小程序profile,3505000852,智联招聘丨白领招聘求职找工作,3
1027,本地搜索,3505000852,智联招聘丨白领招聘求职找工作,2
1030,自动化测试下发,3505000852,智联招聘丨白领招聘求职找工作,2
1035,公众号自定义菜单,3505000852,智联招聘丨白领招聘求职找工作,1887
1036,App分享消息,3505000852,智联招聘丨白领招聘求职找工作,139
1037,其他小程序,3505000852,智联招聘丨白领招聘求职找工作,371
1042,好友搜索,3505000852,智联招聘丨白领招聘求职找工作,50
1043,公众号模板消息,3505000852,智联招聘丨白领招聘求职找工作,1
1047,扫描小程序码,3505000852,智联招聘丨白领招聘求职找工作,23
1048,长按小程序码,3505000852,智联招聘丨白领招聘求职找工作,41
1049,相册选取小程序码,3505000852,智联招聘丨白领招聘求职找工作,2
1053,搜一搜,3505000852,智联招聘丨白领招聘求职找工作,23
1058,公众号文章,3505000852,智联招聘丨白领招聘求职找工作,100
1080,客服消息菜单,3505000852,智联招聘丨白领招聘求职找工作,2
1089,会话下拉,3505000852,智联招聘丨白领招聘求职找工作,63
1102,NULL,3505000852,智联招聘丨白领招聘求职找工作,49
ALL,NULL,3505000852,智联招聘丨白领招聘求职找工作,3326
1001,列表,3505000855,华住会酒店预订汉庭全季桔子,108
1005,全搜,3505000855,华住会酒店预订汉庭全季桔子,225
1006,垂搜,3505000855,华住会酒店预订汉庭全季桔子,111
1007,单聊,3505000855,华住会酒店预订汉庭全季桔子,108
1008,群聊,3505000855,华住会酒店预订汉庭全季桔子,22
1011,扫描二维码,3505000855,华住会酒店预订汉庭全季桔子,1
1012,长按二维码,3505000855,华住会酒店预订汉庭全季桔子,2
1020,公众号profile,3505000855,华住会酒店预订汉庭全季桔子,241
1023,安卓桌面,3505000855,华住会酒店预订汉庭全季桔子,1
1024,小程序profile,3505000855,华住会酒店预订汉庭全季桔子,6
1026,附近的小程序,3505000855,华住会酒店预订汉庭全季桔子,47
1027,本地搜索,3505000855,华住会酒店预订汉庭全季桔子,27
1030,自动化测试下发,3505000855,华住会酒店预订汉庭全季桔子,1
1035,公众号自定义菜单,3505000855,华住会酒店预订汉庭全季桔子,4964
1037,其他小程序,3505000855,华住会酒店预订汉庭全季桔子,469
1042,好友搜索,3505000855,华住会酒店预订汉庭全季桔子,44
1043,公众号模板消息,3505000855,华住会酒店预订汉庭全季桔子,260
1047,扫描小程序码,3505000855,华住会酒店预订汉庭全季桔子,14589
1048,长按小程序码,3505000855,华住会酒店预订汉庭全季桔子,153
1049,相册选取小程序码,3505000855,华住会酒店预订汉庭全季桔子,14
1053,搜一搜,3505000855,华住会酒店预订汉庭全季桔子,22
1058,公众号文章,3505000855,华住会酒店预订汉庭全季桔子,1
1080,客服消息菜单,3505000855,华住会酒店预订汉庭全季桔子,12
1089,会话下拉,3505000855,华住会酒店预订汉庭全季桔子,103
1102,NULL,3505000855,华住会酒店预订汉庭全季桔子,149
ALL,NULL,3505000855,华住会酒店预订汉庭全季桔子,21680
1001,列表,3505000891,vgo微海报,3
1005,全搜,3505000891,vgo微海报,57
1006,垂搜,3505000891,vgo微海报,95
1007,单聊,3505000891,vgo微海报,13
1008,群聊,3505000891,vgo微海报,2
1010,收藏,3505000891,vgo微海报,1
1012,长按二维码,3505000891,vgo微海报,17
1024,小程序profile,3505000891,vgo微海报,1
1037,其他小程序,3505000891,vgo微海报,17
1042,好友搜索,3505000891,vgo微海报,2
1044,群API,3505000891,vgo微海报,15
1047,扫描小程序码,3505000891,vgo微海报,2
1048,长按小程序码,3505000891,vgo微海报,51
1053,搜一搜,3505000891,vgo微海报,2
1089,会话下拉,3505000891,vgo微海报,2
ALL,NULL,3505000891,vgo微海报,280
1001,列表,3505000902,汽车报价大全,631
1005,全搜,3505000902,汽车报价大全,31
1006,垂搜,3505000902,汽车报价大全,191
1007,单聊,3505000902,汽车报价大全,79
1008,群聊,3505000902,汽车报价大全,19
1020,公众号profile,3505000902,汽车报价大全,5
1024,小程序profile,3505000902,汽车报价大全,2
1027,本地搜索,3505000902,汽车报价大全,2
1030,自动化测试下发,3505000902,汽车报价大全,2
1035,公众号自定义菜单,3505000902,汽车报价大全,677
1036,App分享消息,3505000902,汽车报价大全,1523
1037,其他小程序,3505000902,汽车报价大全,89
1042,好友搜索,3505000902,汽车报价大全,13
1053,搜一搜,3505000902,汽车报价大全,6
1058,公众号文章,3505000902,汽车报价大全,781
1080,客服消息菜单,3505000902,汽车报价大全,2
1082,公众号文字链,3505000902,汽车报价大全,48
1089,会话下拉,3505000902,汽车报价大全,2477
1090,小程序右上菜单,3505000902,汽车报价大全,7
1095,小程序广告组件,3505000902,汽车报价大全,17131
1096,聊天记录,3505000902,汽车报价大全,1
1102,NULL,3505000902,汽车报价大全,58
ALL,NULL,3505000902,汽车报价大全,23775
1001,列表,3505001334,Tinrry烘焙,4
1005,全搜,3505001334,Tinrry烘焙,18
1006,垂搜,3505001334,Tinrry烘焙,6
1007,单聊,3505001334,Tinrry烘焙,82
1008,群聊,3505001334,Tinrry烘焙,53
1020,公众号profile,3505001334,Tinrry烘焙,13
1027,本地搜索,3505001334,Tinrry烘焙,2
1035,公众号自定义菜单,3505001334,Tinrry烘焙,418
1037,其他小程序,3505001334,Tinrry烘焙,8
1038,其他小程序返回,3505001334,Tinrry烘焙,1
1042,好友搜索,3505001334,Tinrry烘焙,15
1058,公众号文章,3505001334,Tinrry烘焙,16
1089,会话下拉,3505001334,Tinrry烘焙,4
1102,NULL,3505001334,Tinrry烘焙,38
ALL,NULL,3505001334,Tinrry烘焙,678
1005,全搜,3505001898,诗词文学精选,9
1006,垂搜,3505001898,诗词文学精选,2
1007,单聊,3505001898,诗词文学精选,3
1008,群聊,3505001898,诗词文学精选,13
1020,公众号profile,3505001898,诗词文学精选,3
1035,公众号自定义菜单,3505001898,诗词文学精选,15
1037,其他小程序,3505001898,诗词文学精选,19
1042,好友搜索,3505001898,诗词文学精选,2
1044,群API,3505001898,诗词文学精选,4
1058,公众号文章,3505001898,诗词文学精选,5
1089,会话下拉,3505001898,诗词文学精选,2
ALL,NULL,3505001898,诗词文学精选,77
1000,NULL,3505001949,天天练口语一英语日语韩语,1
1001,列表,3505001949,天天练口语一英语日语韩语,19
1005,全搜,3505001949,天天练口语一英语日语韩语,116
1006,垂搜,3505001949,天天练口语一英语日语韩语,117
1007,单聊,3505001949,天天练口语一英语日语韩语,30
1008,群聊,3505001949,天天练口语一英语日语韩语,165
1011,扫描二维码,3505001949,天天练口语一英语日语韩语,4
1012,长按二维码,3505001949,天天练口语一英语日语韩语,21
1013,相册选取二维码,3505001949,天天练口语一英语日语韩语,2
1014,模版消息,3505001949,天天练口语一英语日语韩语,2
1020,公众号profile,3505001949,天天练口语一英语日语韩语,50
1023,安卓桌面,3505001949,天天练口语一英语日语韩语,1
1024,小程序profile,3505001949,天天练口语一英语日语韩语,4
1027,本地搜索,3505001949,天天练口语一英语日语韩语,2
1030,自动化测试下发,3505001949,天天练口语一英语日语韩语,8
1035,公众号自定义菜单,3505001949,天天练口语一英语日语韩语,181
1037,其他小程序,3505001949,天天练口语一英语日语韩语,243
1042,好友搜索,3505001949,天天练口语一英语日语韩语,47
1047,扫描小程序码,3505001949,天天练口语一英语日语韩语,1
1048,长按小程序码,3505001949,天天练口语一英语日语韩语,27
1053,搜一搜,3505001949,天天练口语一英语日语韩语,3
1058,公众号文章,3505001949,天天练口语一英语日语韩语,2
1082,公众号文字链,3505001949,天天练口语一英语日语韩语,23
1089,会话下拉,3505001949,天天练口语一英语日语韩语,17
1102,NULL,3505001949,天天练口语一英语日语韩语,7
ALL,NULL,3505001949,天天练口语一英语日语韩语,1093
1000,NULL,3505002249,30天天气预报,7
1001,列表,3505002249,30天天气预报,11
1005,全搜,3505002249,30天天气预报,275
1006,垂搜,3505002249,30天天气预报,46
1007,单聊,3505002249,30天天气预报,1
1008,群聊,3505002249,30天天气预报,7
1020,公众号profile,3505002249,30天天气预报,2
1027,本地搜索,3505002249,30天天气预报,1
1037,其他小程序,3505002249,30天天气预报,97
1042,好友搜索,3505002249,30天天气预报,17
1044,群API,3505002249,30天天气预报,31
1053,搜一搜,3505002249,30天天气预报,50
1089,会话下拉,3505002249,30天天气预报,7
ALL,NULL,3505002249,30天天气预报,552
1005,全搜,3505002480,盛装衣橱II穿衣搭配时尚服装搭配,33
1006,垂搜,3505002480,盛装衣橱II穿衣搭配时尚服装搭配,14
1037,其他小程序,3505002480,盛装衣橱II穿衣搭配时尚服装搭配,1
1042,好友搜索,3505002480,盛装衣橱II穿衣搭配时尚服装搭配,12
1053,搜一搜,3505002480,盛装衣橱II穿衣搭配时尚服装搭配,1
ALL,NULL,3505002480,盛装衣橱II穿衣搭配时尚服装搭配,61
1001,列表,3505002558,美食天下+,5
1005,全搜,3505002558,美食天下+,23
1006,垂搜,3505002558,美食天下+,108
1007,单聊,3505002558,美食天下+,111
1008,群聊,3505002558,美食天下+,186
1012,长按二维码,3505002558,美食天下+,1
1020,公众号profile,3505002558,美食天下+,3
1023,安卓桌面,3505002558,美食天下+,1
1035,公众号自定义菜单,3505002558,美食天下+,247
1036,App分享消息,3505002558,美食天下+,727
1037,其他小程序,3505002558,美食天下+,63
1042,好友搜索,3505002558,美食天下+,4
1048,长按小程序码,3505002558,美食天下+,3
1053,搜一搜,3505002558,美食天下+,1
1058,公众号文章,3505002558,美食天下+,445
1080,客服消息菜单,3505002558,美食天下+,1
1089,会话下拉,3505002558,美食天下+,24
ALL,NULL,3505002558,美食天下+,1953
1000,NULL,3505003378,小打卡,1
1001,列表,3505003378,小打卡,287
1005,全搜,3505003378,小打卡,255
1006,垂搜,3505003378,小打卡,330
1007,单聊,3505003378,小打卡,3147
1008,群聊,3505003378,小打卡,1114
1014,模版消息,3505003378,小打卡,5
1020,公众号profile,3505003378,小打卡,263
1023,安卓桌面,3505003378,小打卡,15
1024,小程序profile,3505003378,小打卡,30
1027,本地搜索,3505003378,小打卡,7
1030,自动化测试下发,3505003378,小打卡,2
1035,公众号自定义菜单,3505003378,小打卡,2691
1037,其他小程序,3505003378,小打卡,114
1042,好友搜索,3505003378,小打卡,58
1043,公众号模板消息,3505003378,小打卡,11
1044,群API,3505003378,小打卡,20528
1047,扫描小程序码,3505003378,小打卡,38
1048,长按小程序码,3505003378,小打卡,1202
1049,相册选取小程序码,3505003378,小打卡,58
1053,搜一搜,3505003378,小打卡,17
1058,公众号文章,3505003378,小打卡,281
1074,公众号会话卡片,3505003378,小打卡,2002
1080,客服消息菜单,3505003378,小打卡,5
1082,公众号文字链,3505003378,小打卡,30
1089,会话下拉,3505003378,小打卡,817
1090,小程序右上菜单,3505003378,小打卡,2
1096,聊天记录,3505003378,小打卡,1
1102,NULL,3505003378,小打卡,118
ALL,NULL,3505003378,小打卡,33429
1006,垂搜,3505004297,爱打卡,1
1020,公众号profile,3505004297,爱打卡,1
1037,其他小程序,3505004297,爱打卡,3
1089,会话下拉,3505004297,爱打卡,2
ALL,NULL,3505004297,爱打卡,7
1001,列表,3505004401,小泊停车,1
1005,全搜,3505004401,小泊停车,4
1006,垂搜,3505004401,小泊停车,5
1020,公众号profile,3505004401,小泊停车,1
1027,本地搜索,3505004401,小泊停车,1
1035,公众号自定义菜单,3505004401,小泊停车,135
1037,其他小程序,3505004401,小泊停车,22
1042,好友搜索,3505004401,小泊停车,1
1043,公众号模板消息,3505004401,小泊停车,3
1080,客服消息菜单,3505004401,小泊停车,2
1089,会话下拉,3505004401,小泊停车,1
1092,城市服务页面,3505004401,小泊停车,23
1102,NULL,3505004401,小泊停车,53
ALL,NULL,3505004401,小泊停车,252
1005,全搜,3505004986,德州扑克计算器,23
1006,垂搜,3505004986,德州扑克计算器,10
1007,单聊,3505004986,德州扑克计算器,2
1008,群聊,3505004986,德州扑克计算器,2
1024,小程序profile,3505004986,德州扑克计算器,1
1035,公众号自定义菜单,3505004986,德州扑克计算器,6
1037,其他小程序,3505004986,德州扑克计算器,9
1042,好友搜索,3505004986,德州扑克计算器,2
1053,搜一搜,3505004986,德州扑克计算器,1
1089,会话下拉,3505004986,德州扑克计算器,1
ALL,NULL,3505004986,德州扑克计算器,57
1001,列表,3505006473,超能名片,45
1005,全搜,3505006473,超能名片,9
1006,垂搜,3505006473,超能名片,10
1007,单聊,3505006473,超能名片,1053
1008,群聊,3505006473,超能名片,1047
1012,长按二维码,3505006473,超能名片,5
1014,模版消息,3505006473,超能名片,1
1023,安卓桌面,3505006473,超能名片,2
1024,小程序profile,3505006473,超能名片,3
1027,本地搜索,3505006473,超能名片,1
1030,自动化测试下发,3505006473,超能名片,4
1037,其他小程序,3505006473,超能名片,36
1044,群API,3505006473,超能名片,1
1047,扫描小程序码,3505006473,超能名片,43
1048,长按小程序码,3505006473,超能名片,298
1049,相册选取小程序码,3505006473,超能名片,3
1089,会话下拉,3505006473,超能名片,47
ALL,NULL,3505006473,超能名片,2608
1001,列表,3505006775,老刀招聘,7
1006,垂搜,3505006775,老刀招聘,1
1020,公众号profile,3505006775,老刀招聘,11
1047,扫描小程序码,3505006775,老刀招聘,1
1058,公众号文章,3505006775,老刀招聘,47
1089,会话下拉,3505006775,老刀招聘,4
ALL,NULL,3505006775,老刀招聘,71
1001,列表,3505007084,兼职乐,2
1005,全搜,3505007084,兼职乐,69
1006,垂搜,3505007084,兼职乐,20
1011,扫描二维码,3505007084,兼职乐,1
1012,长按二维码,3505007084,兼职乐,7
1024,小程序profile,3505007084,兼职乐,22
1027,本地搜索,3505007084,兼职乐,6
1035,公众号自定义菜单,3505007084,兼职乐,6
1037,其他小程序,3505007084,兼职乐,157
1042,好友搜索,3505007084,兼职乐,55
1053,搜一搜,3505007084,兼职乐,3
1058,公众号文章,3505007084,兼职乐,2
1089,会话下拉,3505007084,兼职乐,13
ALL,NULL,3505007084,兼职乐,363
1001,列表,3505007606,如约出行,23
1005,全搜,3505007606,如约出行,97
1006,垂搜,3505007606,如约出行,161
1007,单聊,3505007606,如约出行,48
1008,群聊,3505007606,如约出行,7
1011,扫描二维码,3505007606,如约出行,486
1020,公众号profile,3505007606,如约出行,114
1023,安卓桌面,3505007606,如约出行,1
1027,本地搜索,3505007606,如约出行,3
1030,自动化测试下发,3505007606,如约出行,1
1035,公众号自定义菜单,3505007606,如约出行,1035
1037,其他小程序,3505007606,如约出行,283
1042,好友搜索,3505007606,如约出行,16
1043,公众号模板消息,3505007606,如约出行,1
1048,长按小程序码,3505007606,如约出行,1
1053,搜一搜,3505007606,如约出行,2
1080,客服消息菜单,3505007606,如约出行,2
1089,会话下拉,3505007606,如约出行,37
1102,NULL,3505007606,如约出行,72
ALL,NULL,3505007606,如约出行,2390
1000,NULL,3505008241,安居客房产,1
1001,列表,3505008241,安居客房产,43
1005,全搜,3505008241,安居客房产,1398
1006,垂搜,3505008241,安居客房产,367
1007,单聊,3505008241,安居客房产,1360
1008,群聊,3505008241,安居客房产,708
1010,收藏,3505008241,安居客房产,4
1011,扫描二维码,3505008241,安居客房产,12
1012,长按二维码,3505008241,安居客房产,33
1013,相册选取二维码,3505008241,安居客房产,5
1020,公众号profile,3505008241,安居客房产,13
1023,安卓桌面,3505008241,安居客房产,2
1024,小程序profile,3505008241,安居客房产,7
1027,本地搜索,3505008241,安居客房产,7
1030,自动化测试下发,3505008241,安居客房产,2
1035,公众号自定义菜单,3505008241,安居客房产,170
1036,App分享消息,3505008241,安居客房产,25258
1037,其他小程序,3505008241,安居客房产,337
1042,好友搜索,3505008241,安居客房产,205
1047,扫描小程序码,3505008241,安居客房产,1103
1048,长按小程序码,3505008241,安居客房产,2
1049,相册选取小程序码,3505008241,安居客房产,4
1053,搜一搜,3505008241,安居客房产,125
1054,搜索历史,3505008241,安居客房产,1
1082,公众号文字链,3505008241,安居客房产,3
1089,会话下拉,3505008241,安居客房产,157
1096,聊天记录,3505008241,安居客房产,15
1102,NULL,3505008241,安居客房产,2
ALL,NULL,3505008241,安居客房产,31344
1005,全搜,3505008467,房车大全,2
1006,垂搜,3505008467,房车大全,5
1020,公众号profile,3505008467,房车大全,2
1035,公众号自定义菜单,3505008467,房车大全,34
1037,其他小程序,3505008467,房车大全,22
1042,好友搜索,3505008467,房车大全,1
1047,扫描小程序码,3505008467,房车大全,2
1048,长按小程序码,3505008467,房车大全,1
1049,相册选取小程序码,3505008467,房车大全,1
1058,公众号文章,3505008467,房车大全,24
ALL,NULL,3505008467,房车大全,94
1001,列表,3505008647,木材人信息群,1
1005,全搜,3505008647,木材人信息群,2
1006,垂搜,3505008647,木材人信息群,4
1008,群聊,3505008647,木材人信息群,22
1024,小程序profile,3505008647,木材人信息群,1
1027,本地搜索,3505008647,木材人信息群,1
1035,公众号自定义菜单,3505008647,木材人信息群,10
1042,好友搜索,3505008647,木材人信息群,3
1053,搜一搜,3505008647,木材人信息群,1
1058,公众号文章,3505008647,木材人信息群,4
1089,会话下拉,3505008647,木材人信息群,5
ALL,NULL,3505008647,木材人信息群,54
1001,列表,3505011293,生日大管家,2
1005,全搜,3505011293,生日大管家,2
1006,垂搜,3505011293,生日大管家,7
1007,单聊,3505011293,生日大管家,1
1008,群聊,3505011293,生日大管家,1
1035,公众号自定义菜单,3505011293,生日大管家,1
1037,其他小程序,3505011293,生日大管家,21
1089,会话下拉,3505011293,生日大管家,3
ALL,NULL,3505011293,生日大管家,38
1001,列表,3505012998,马拉松跑步助手,5
1005,全搜,3505012998,马拉松跑步助手,27
1006,垂搜,3505012998,马拉松跑步助手,74
1007,单聊,3505012998,马拉松跑步助手,4
1008,群聊,3505012998,马拉松跑步助手,85
1020,公众号profile,3505012998,马拉松跑步助手,5
1024,小程序profile,3505012998,马拉松跑步助手,1
1035,公众号自定义菜单,3505012998,马拉松跑步助手,3
1037,其他小程序,3505012998,马拉松跑步助手,2
1042,好友搜索,3505012998,马拉松跑步助手,6
1044,群API,3505012998,马拉松跑步助手,3
1047,扫描小程序码,3505012998,马拉松跑步助手,64
1048,长按小程序码,3505012998,马拉松跑步助手,23
1053,搜一搜,3505012998,马拉松跑步助手,3
1058,公众号文章,3505012998,马拉松跑步助手,2
1089,会话下拉,3505012998,马拉松跑步助手,5
ALL,NULL,3505012998,马拉松跑步助手,312
1005,全搜,3505014888,跨时空,1
ALL,NULL,3505014888,跨时空,1
1001,列表,3505022087,群应用,263
1005,全搜,3505022087,群应用,6
1006,垂搜,3505022087,群应用,41
1007,单聊,3505022087,群应用,466
1008,群聊,3505022087,群应用,161
1011,扫描二维码,3505022087,群应用,1
1012,长按二维码,3505022087,群应用,5
1023,安卓桌面,3505022087,群应用,3
1024,小程序profile,3505022087,群应用,7
1027,本地搜索,3505022087,群应用,10
1030,自动化测试下发,3505022087,群应用,3
1035,公众号自定义菜单,3505022087,群应用,2
1037,其他小程序,3505022087,群应用,43
1044,群API,3505022087,群应用,502
1047,扫描小程序码,3505022087,群应用,7
1048,长按小程序码,3505022087,群应用,37
1049,相册选取小程序码,3505022087,群应用,1
1058,公众号文章,3505022087,群应用,1
1089,会话下拉,3505022087,群应用,84
1090,小程序右上菜单,3505022087,群应用,1
ALL,NULL,3505022087,群应用,1644
1001,列表,3505022278,贝乐虎,3
1005,全搜,3505022278,贝乐虎,7
1006,垂搜,3505022278,贝乐虎,56
1007,单聊,3505022278,贝乐虎,1
1020,公众号profile,3505022278,贝乐虎,3
1023,安卓桌面,3505022278,贝乐虎,1
1037,其他小程序,3505022278,贝乐虎,42
1042,好友搜索,3505022278,贝乐虎,3
1053,搜一搜,3505022278,贝乐虎,1
1058,公众号文章,3505022278,贝乐虎,1
1089,会话下拉,3505022278,贝乐虎,12
ALL,NULL,3505022278,贝乐虎,130
1001,列表,3505023440,水滴的字典,1
1005,全搜,3505023440,水滴的字典,2
1006,垂搜,3505023440,水滴的字典,19
1007,单聊,3505023440,水滴的字典,1
1035,公众号自定义菜单,3505023440,水滴的字典,7
1037,其他小程序,3505023440,水滴的字典,12
1042,好友搜索,3505023440,水滴的字典,1
1043,公众号模板消息,3505023440,水滴的字典,1
1058,公众号文章,3505023440,水滴的字典,1
ALL,NULL,3505023440,水滴的字典,45
1005,全搜,3505026551,小考勤,7
1006,垂搜,3505026551,小考勤,6
1007,单聊,3505026551,小考勤,8
1008,群聊,3505026551,小考勤,9
1035,公众号自定义菜单,3505026551,小考勤,2
1037,其他小程序,3505026551,小考勤,43
1047,扫描小程序码,3505026551,小考勤,2
ALL,NULL,3505026551,小考勤,77
1001,列表,3505026643,扇贝小字典,3
1005,全搜,3505026643,扇贝小字典,25
1006,垂搜,3505026643,扇贝小字典,44
1037,其他小程序,3505026643,扇贝小字典,34
1089,会话下拉,3505026643,扇贝小字典,1
ALL,NULL,3505026643,扇贝小字典,107
1001,列表,3505027751,FitTime即刻运动,5
1005,全搜,3505027751,FitTime即刻运动,15
1006,垂搜,3505027751,FitTime即刻运动,12
1007,单聊,3505027751,FitTime即刻运动,12
1008,群聊,3505027751,FitTime即刻运动,5
1012,长按二维码,3505027751,FitTime即刻运动,4
