first_scene,sceneinfo,appuin,appuinname,uv
1005,全搜,3505154585,钓鱼人手册,17
1006,垂搜,3505154585,钓鱼人手册,11
1007,单聊,3505154585,钓鱼人手册,41
1008,群聊,3505154585,钓鱼人手册,207
1027,本地搜索,3505154585,钓鱼人手册,1
1035,公众号自定义菜单,3505154585,钓鱼人手册,1
1037,其他小程序,3505154585,钓鱼人手册,14
1042,好友搜索,3505154585,钓鱼人手册,6
1053,搜一搜,3505154585,钓鱼人手册,4
1058,公众号文章,3505154585,钓鱼人手册,23
1089,会话下拉,3505154585,钓鱼人手册,7
ALL,NULL,3505154585,钓鱼人手册,337
1001,列表,3505156317,祝福礼盒,2
1006,垂搜,3505156317,祝福礼盒,1
1007,单聊,3505156317,祝福礼盒,39
1008,群聊,3505156317,祝福礼盒,65
1037,其他小程序,3505156317,祝福礼盒,30
1089,会话下拉,3505156317,祝福礼盒,2
ALL,NULL,3505156317,祝福礼盒,139
1008,群聊,3505157673,雄辩律师法律咨询,5
ALL,NULL,3505157673,雄辩律师法律咨询,5
1000,NULL,3505159217,微信发票助手,1
1001,列表,3505159217,微信发票助手,212
1005,全搜,3505159217,微信发票助手,699
1006,垂搜,3505159217,微信发票助手,1233
1007,单聊,3505159217,微信发票助手,8858
1008,群聊,3505159217,微信发票助手,611
1010,收藏,3505159217,微信发票助手,7
1011,扫描二维码,3505159217,微信发票助手,8216
1012,长按二维码,3505159217,微信发票助手,961
1013,相册选取二维码,3505159217,微信发票助手,274
1020,公众号profile,3505159217,微信发票助手,139
1023,安卓桌面,3505159217,微信发票助手,36
1024,小程序profile,3505159217,微信发票助手,20
1027,本地搜索,3505159217,微信发票助手,48
1030,自动化测试下发,3505159217,微信发票助手,2
1035,公众号自定义菜单,3505159217,微信发票助手,465
1037,其他小程序,3505159217,微信发票助手,547
1042,好友搜索,3505159217,微信发票助手,57
1044,群API,3505159217,微信发票助手,6030
1047,扫描小程序码,3505159217,微信发票助手,1681
1048,长按小程序码,3505159217,微信发票助手,3
1053,搜一搜,3505159217,微信发票助手,32
1080,客服消息菜单,3505159217,微信发票助手,1
1089,会话下拉,3505159217,微信发票助手,470
1096,聊天记录,3505159217,微信发票助手,88
1102,NULL,3505159217,微信发票助手,60
ALL,NULL,3505159217,微信发票助手,30751
1005,全搜,3505170717,铺砖王,2
1006,垂搜,3505170717,铺砖王,4
1007,单聊,3505170717,铺砖王,7
1008,群聊,3505170717,铺砖王,16
1011,扫描二维码,3505170717,铺砖王,1
1012,长按二维码,3505170717,铺砖王,10
1020,公众号profile,3505170717,铺砖王,2
1037,其他小程序,3505170717,铺砖王,2
1058,公众号文章,3505170717,铺砖王,4
1089,会话下拉,3505170717,铺砖王,7
ALL,NULL,3505170717,铺砖王,55
1000,NULL,3505178655,58同城生活助手,1
1001,列表,3505178655,58同城生活助手,29
1005,全搜,3505178655,58同城生活助手,27
1006,垂搜,3505178655,58同城生活助手,88
1007,单聊,3505178655,58同城生活助手,10
1008,群聊,3505178655,58同城生活助手,3
1020,公众号profile,3505178655,58同城生活助手,21
1027,本地搜索,3505178655,58同城生活助手,2
1030,自动化测试下发,3505178655,58同城生活助手,3
1036,App分享消息,3505178655,58同城生活助手,8
1037,其他小程序,3505178655,58同城生活助手,6
1042,好友搜索,3505178655,58同城生活助手,3
1043,公众号模板消息,3505178655,58同城生活助手,2520
1047,扫描小程序码,3505178655,58同城生活助手,12
1053,搜一搜,3505178655,58同城生活助手,6
1067,公众号文章广告,3505178655,58同城生活助手,4261
1089,会话下拉,3505178655,58同城生活助手,129
1096,聊天记录,3505178655,58同城生活助手,1
ALL,NULL,3505178655,58同城生活助手,7130
1001,列表,3505182015,起名神器,1
1005,全搜,3505182015,起名神器,54
1006,垂搜,3505182015,起名神器,86
1007,单聊,3505182015,起名神器,32
1008,群聊,3505182015,起名神器,45
1020,公众号profile,3505182015,起名神器,1
1035,公众号自定义菜单,3505182015,起名神器,59
1037,其他小程序,3505182015,起名神器,224
1042,好友搜索,3505182015,起名神器,31
1044,群API,3505182015,起名神器,174
1048,长按小程序码,3505182015,起名神器,8
1053,搜一搜,3505182015,起名神器,4
1058,公众号文章,3505182015,起名神器,1
1089,会话下拉,3505182015,起名神器,6
1102,NULL,3505182015,起名神器,25
ALL,NULL,3505182015,起名神器,751
1001,列表,3505197487,群里有事,173
1005,全搜,3505197487,群里有事,110
1006,垂搜,3505197487,群里有事,501
1007,单聊,3505197487,群里有事,704
1008,群聊,3505197487,群里有事,3104
1010,收藏,3505197487,群里有事,1
1020,公众号profile,3505197487,群里有事,4
1023,安卓桌面,3505197487,群里有事,3
1024,小程序profile,3505197487,群里有事,43
1027,本地搜索,3505197487,群里有事,4
1030,自动化测试下发,3505197487,群里有事,2
1035,公众号自定义菜单,3505197487,群里有事,24
1037,其他小程序,3505197487,群里有事,4
1042,好友搜索,3505197487,群里有事,8
1044,群API,3505197487,群里有事,15625
1048,长按小程序码,3505197487,群里有事,64
1053,搜一搜,3505197487,群里有事,2
1054,搜索历史,3505197487,群里有事,2
1058,公众号文章,3505197487,群里有事,1
1089,会话下拉,3505197487,群里有事,290
1090,小程序右上菜单,3505197487,群里有事,1
1096,聊天记录,3505197487,群里有事,1
ALL,NULL,3505197487,群里有事,20671
1005,全搜,3505206315,郑州空调家电维修,1
1037,其他小程序,3505206315,郑州空调家电维修,1
ALL,NULL,3505206315,郑州空调家电维修,2
1001,列表,3505219839,瓮安同城商圈,2
1005,全搜,3505219839,瓮安同城商圈,2
1006,垂搜,3505219839,瓮安同城商圈,5
1008,群聊,3505219839,瓮安同城商圈,13
1024,小程序profile,3505219839,瓮安同城商圈,1
1037,其他小程序,3505219839,瓮安同城商圈,3
1048,长按小程序码,3505219839,瓮安同城商圈,1
1053,搜一搜,3505219839,瓮安同城商圈,1
1089,会话下拉,3505219839,瓮安同城商圈,3
ALL,NULL,3505219839,瓮安同城商圈,31
1006,垂搜,3505227645,小微考勤,3
1020,公众号profile,3505227645,小微考勤,2
1037,其他小程序,3505227645,小微考勤,4
1042,好友搜索,3505227645,小微考勤,1
1043,公众号模板消息,3505227645,小微考勤,1
1044,群API,3505227645,小微考勤,5
ALL,NULL,3505227645,小微考勤,16
1005,全搜,3505237122,核淘租房,1
1006,垂搜,3505237122,核淘租房,4
1007,单聊,3505237122,核淘租房,4
1008,群聊,3505237122,核淘租房,49
1024,小程序profile,3505237122,核淘租房,1
1035,公众号自定义菜单,3505237122,核淘租房,2
1037,其他小程序,3505237122,核淘租房,7
1044,群API,3505237122,核淘租房,6
ALL,NULL,3505237122,核淘租房,74
1001,列表,3505237697,玩转全球免税,1
1005,全搜,3505237697,玩转全球免税,17
1006,垂搜,3505237697,玩转全球免税,68
1007,单聊,3505237697,玩转全球免税,199
1008,群聊,3505237697,玩转全球免税,123
1011,扫描二维码,3505237697,玩转全球免税,3
1012,长按二维码,3505237697,玩转全球免税,22
1013,相册选取二维码,3505237697,玩转全球免税,42
1020,公众号profile,3505237697,玩转全球免税,24
1024,小程序profile,3505237697,玩转全球免税,9
1035,公众号自定义菜单,3505237697,玩转全球免税,205
1037,其他小程序,3505237697,玩转全球免税,2
1042,好友搜索,3505237697,玩转全球免税,3
1043,公众号模板消息,3505237697,玩转全球免税,4
1047,扫描小程序码,3505237697,玩转全球免税,5
1048,长按小程序码,3505237697,玩转全球免税,264
1049,相册选取小程序码,3505237697,玩转全球免税,1
1053,搜一搜,3505237697,玩转全球免税,1
1058,公众号文章,3505237697,玩转全球免税,105
1089,会话下拉,3505237697,玩转全球免税,3
1102,NULL,3505237697,玩转全球免税,1
ALL,NULL,3505237697,玩转全球免税,1102
1001,列表,3505240016,跟着拾爸做辅食,2
1005,全搜,3505240016,跟着拾爸做辅食,2
1006,垂搜,3505240016,跟着拾爸做辅食,9
1007,单聊,3505240016,跟着拾爸做辅食,143
1008,群聊,3505240016,跟着拾爸做辅食,165
1020,公众号profile,3505240016,跟着拾爸做辅食,19
1024,小程序profile,3505240016,跟着拾爸做辅食,13
1035,公众号自定义菜单,3505240016,跟着拾爸做辅食,469
1037,其他小程序,3505240016,跟着拾爸做辅食,9
1042,好友搜索,3505240016,跟着拾爸做辅食,1
1058,公众号文章,3505240016,跟着拾爸做辅食,20
1080,客服消息菜单,3505240016,跟着拾爸做辅食,1
1089,会话下拉,3505240016,跟着拾爸做辅食,10
1102,NULL,3505240016,跟着拾爸做辅食,2
ALL,NULL,3505240016,跟着拾爸做辅食,865
1001,列表,3505246641,卡车之家报价大全,3
1005,全搜,3505246641,卡车之家报价大全,5
1006,垂搜,3505246641,卡车之家报价大全,18
1007,单聊,3505246641,卡车之家报价大全,3
1020,公众号profile,3505246641,卡车之家报价大全,2
1035,公众号自定义菜单,3505246641,卡车之家报价大全,59
1037,其他小程序,3505246641,卡车之家报价大全,1
1042,好友搜索,3505246641,卡车之家报价大全,3
1053,搜一搜,3505246641,卡车之家报价大全,1
1058,公众号文章,3505246641,卡车之家报价大全,167
1089,会话下拉,3505246641,卡车之家报价大全,4
ALL,NULL,3505246641,卡车之家报价大全,266
1001,列表,3505247596,怪兽充电EnergyMonster,68
1005,全搜,3505247596,怪兽充电EnergyMonster,49
1006,垂搜,3505247596,怪兽充电EnergyMonster,99
1007,单聊,3505247596,怪兽充电EnergyMonster,1
1008,群聊,3505247596,怪兽充电EnergyMonster,1
1011,扫描二维码,3505247596,怪兽充电EnergyMonster,100429
1012,长按二维码,3505247596,怪兽充电EnergyMonster,59
1013,相册选取二维码,3505247596,怪兽充电EnergyMonster,34
1014,模版消息,3505247596,怪兽充电EnergyMonster,21
1020,公众号profile,3505247596,怪兽充电EnergyMonster,28
1024,小程序profile,3505247596,怪兽充电EnergyMonster,13
1027,本地搜索,3505247596,怪兽充电EnergyMonster,22
1030,自动化测试下发,3505247596,怪兽充电EnergyMonster,3
1035,公众号自定义菜单,3505247596,怪兽充电EnergyMonster,1400
1037,其他小程序,3505247596,怪兽充电EnergyMonster,69
1042,好友搜索,3505247596,怪兽充电EnergyMonster,17
1053,搜一搜,3505247596,怪兽充电EnergyMonster,4
1080,客服消息菜单,3505247596,怪兽充电EnergyMonster,3
1089,会话下拉,3505247596,怪兽充电EnergyMonster,288
1102,NULL,3505247596,怪兽充电EnergyMonster,107
ALL,NULL,3505247596,怪兽充电EnergyMonster,102715
1005,全搜,3505251147,一起秀微请柬结婚喜贴请帖邀请函,9
1006,垂搜,3505251147,一起秀微请柬结婚喜贴请帖邀请函,9
1007,单聊,3505251147,一起秀微请柬结婚喜贴请帖邀请函,44
1008,群聊,3505251147,一起秀微请柬结婚喜贴请帖邀请函,40
1020,公众号profile,3505251147,一起秀微请柬结婚喜贴请帖邀请函,1
1037,其他小程序,3505251147,一起秀微请柬结婚喜贴请帖邀请函,5
1042,好友搜索,3505251147,一起秀微请柬结婚喜贴请帖邀请函,1
1089,会话下拉,3505251147,一起秀微请柬结婚喜贴请帖邀请函,2
ALL,NULL,3505251147,一起秀微请柬结婚喜贴请帖邀请函,111
1000,NULL,3505254120,历史价格查询,1
1001,列表,3505254120,历史价格查询,2
1005,全搜,3505254120,历史价格查询,39
1006,垂搜,3505254120,历史价格查询,38
1007,单聊,3505254120,历史价格查询,16
1008,群聊,3505254120,历史价格查询,6
1020,公众号profile,3505254120,历史价格查询,4
1023,安卓桌面,3505254120,历史价格查询,1
1027,本地搜索,3505254120,历史价格查询,2
1035,公众号自定义菜单,3505254120,历史价格查询,60
1037,其他小程序,3505254120,历史价格查询,18
1042,好友搜索,3505254120,历史价格查询,5
1043,公众号模板消息,3505254120,历史价格查询,1
1044,群API,3505254120,历史价格查询,7
1047,扫描小程序码,3505254120,历史价格查询,6
1053,搜一搜,3505254120,历史价格查询,1
1089,会话下拉,3505254120,历史价格查询,3
1102,NULL,3505254120,历史价格查询,6
ALL,NULL,3505254120,历史价格查询,216
1001,列表,3505262464,成都家政保洁服务公司,1
1005,全搜,3505262464,成都家政保洁服务公司,2
1006,垂搜,3505262464,成都家政保洁服务公司,1
1035,公众号自定义菜单,3505262464,成都家政保洁服务公司,2
1037,其他小程序,3505262464,成都家政保洁服务公司,2
ALL,NULL,3505262464,成都家政保洁服务公司,8
1001,列表,3505272598,爱儿小故事,3
1005,全搜,3505272598,爱儿小故事,1
1006,垂搜,3505272598,爱儿小故事,1
1035,公众号自定义菜单,3505272598,爱儿小故事,1
1037,其他小程序,3505272598,爱儿小故事,20
1089,会话下拉,3505272598,爱儿小故事,1
ALL,NULL,3505272598,爱儿小故事,27
1000,NULL,3505276863,记录体重,3
1005,全搜,3505276863,记录体重,14
1006,垂搜,3505276863,记录体重,7
1007,单聊,3505276863,记录体重,1
1037,其他小程序,3505276863,记录体重,26
1042,好友搜索,3505276863,记录体重,3
1048,长按小程序码,3505276863,记录体重,1
1049,相册选取小程序码,3505276863,记录体重,1
1089,会话下拉,3505276863,记录体重,4
ALL,NULL,3505276863,记录体重,60
1001,列表,3505279735,你萌好魔法拼豆,1
1005,全搜,3505279735,你萌好魔法拼豆,27
1006,垂搜,3505279735,你萌好魔法拼豆,84
1024,小程序profile,3505279735,你萌好魔法拼豆,12
1035,公众号自定义菜单,3505279735,你萌好魔法拼豆,5
1037,其他小程序,3505279735,你萌好魔法拼豆,10
1042,好友搜索,3505279735,你萌好魔法拼豆,6
1048,长按小程序码,3505279735,你萌好魔法拼豆,29
1053,搜一搜,3505279735,你萌好魔法拼豆,3
1058,公众号文章,3505279735,你萌好魔法拼豆,2
1089,会话下拉,3505279735,你萌好魔法拼豆,3
ALL,NULL,3505279735,你萌好魔法拼豆,182
1005,全搜,3505289830,法律咨询平台BLAW,4
1006,垂搜,3505289830,法律咨询平台BLAW,1
1008,群聊,3505289830,法律咨询平台BLAW,1
1037,其他小程序,3505289830,法律咨询平台BLAW,2
1053,搜一搜,3505289830,法律咨询平台BLAW,1
1089,会话下拉,3505289830,法律咨询平台BLAW,1
ALL,NULL,3505289830,法律咨询平台BLAW,10
1005,全搜,3505291239,海投网一宣讲会校招网申,3
1006,垂搜,3505291239,海投网一宣讲会校招网申,1
1007,单聊,3505291239,海投网一宣讲会校招网申,5
1008,群聊,3505291239,海投网一宣讲会校招网申,3
1011,扫描二维码,3505291239,海投网一宣讲会校招网申,1
1035,公众号自定义菜单,3505291239,海投网一宣讲会校招网申,33
1042,好友搜索,3505291239,海投网一宣讲会校招网申,1
1058,公众号文章,3505291239,海投网一宣讲会校招网申,7
1102,NULL,3505291239,海投网一宣讲会校招网申,1
ALL,NULL,3505291239,海投网一宣讲会校招网申,55
1005,全搜,3505302283,数易人,9
1006,垂搜,3505302283,数易人,16
1007,单聊,3505302283,数易人,117
1008,群聊,3505302283,数易人,39
1020,公众号profile,3505302283,数易人,1
1035,公众号自定义菜单,3505302283,数易人,29
1053,搜一搜,3505302283,数易人,1
1089,会话下拉,3505302283,数易人,1
1096,聊天记录,3505302283,数易人,2
ALL,NULL,3505302283,数易人,215
1001,列表,3505312805,诚信回收手机回收,3
1005,全搜,3505312805,诚信回收手机回收,5
1006,垂搜,3505312805,诚信回收手机回收,3
1035,公众号自定义菜单,3505312805,诚信回收手机回收,1
1037,其他小程序,3505312805,诚信回收手机回收,11
1042,好友搜索,3505312805,诚信回收手机回收,1
1089,会话下拉,3505312805,诚信回收手机回收,14
1095,小程序广告组件,3505312805,诚信回收手机回收,97
1102,NULL,3505312805,诚信回收手机回收,1
ALL,NULL,3505312805,诚信回收手机回收,136
1001,列表,3505317814,微秀音乐贺卡,9
1005,全搜,3505317814,微秀音乐贺卡,28
1006,垂搜,3505317814,微秀音乐贺卡,61
1007,单聊,3505317814,微秀音乐贺卡,439
1008,群聊,3505317814,微秀音乐贺卡,450
1020,公众号profile,3505317814,微秀音乐贺卡,8
1024,小程序profile,3505317814,微秀音乐贺卡,2
1027,本地搜索,3505317814,微秀音乐贺卡,1
1037,其他小程序,3505317814,微秀音乐贺卡,413
1042,好友搜索,3505317814,微秀音乐贺卡,4
1048,长按小程序码,3505317814,微秀音乐贺卡,8
1058,公众号文章,3505317814,微秀音乐贺卡,102
1089,会话下拉,3505317814,微秀音乐贺卡,15
1096,聊天记录,3505317814,微秀音乐贺卡,2
ALL,NULL,3505317814,微秀音乐贺卡,1542
1005,全搜,3505319924,有爱清单,8
1006,垂搜,3505319924,有爱清单,28
1023,安卓桌面,3505319924,有爱清单,1
1035,公众号自定义菜单,3505319924,有爱清单,2
1037,其他小程序,3505319924,有爱清单,2
1042,好友搜索,3505319924,有爱清单,1
ALL,NULL,3505319924,有爱清单,42
1000,NULL,3505321571,宝宝起名八字起名大全,1
1005,全搜,3505321571,宝宝起名八字起名大全,15
1006,垂搜,3505321571,宝宝起名八字起名大全,14
1008,群聊,3505321571,宝宝起名八字起名大全,6
1037,其他小程序,3505321571,宝宝起名八字起名大全,96
1042,好友搜索,3505321571,宝宝起名八字起名大全,1
1053,搜一搜,3505321571,宝宝起名八字起名大全,2
1089,会话下拉,3505321571,宝宝起名八字起名大全,1
ALL,NULL,3505321571,宝宝起名八字起名大全,136
1001,列表,3505340257,印象名片,41
1005,全搜,3505340257,印象名片,1
1006,垂搜,3505340257,印象名片,8
1007,单聊,3505340257,印象名片,26
1008,群聊,3505340257,印象名片,8
1020,公众号profile,3505340257,印象名片,3
1027,本地搜索,3505340257,印象名片,1
1035,公众号自定义菜单,3505340257,印象名片,6
1037,其他小程序,3505340257,印象名片,169
1044,群API,3505340257,印象名片,23
1048,长按小程序码,3505340257,印象名片,1
1054,搜索历史,3505340257,印象名片,1
1089,会话下拉,3505340257,印象名片,24
ALL,NULL,3505340257,印象名片,312
1020,公众号profile,3505360953,水滴大本营,106
1089,会话下拉,3505360953,水滴大本营,2
ALL,NULL,3505360953,水滴大本营,108
1001,列表,3505361646,周公解梦大全查询,2
1005,全搜,3505361646,周公解梦大全查询,369
1006,垂搜,3505361646,周公解梦大全查询,74
1007,单聊,3505361646,周公解梦大全查询,5
1008,群聊,3505361646,周公解梦大全查询,2
1020,公众号profile,3505361646,周公解梦大全查询,1
1027,本地搜索,3505361646,周公解梦大全查询,2
1037,其他小程序,3505361646,周公解梦大全查询,32
1042,好友搜索,3505361646,周公解梦大全查询,24
1053,搜一搜,3505361646,周公解梦大全查询,48
1089,会话下拉,3505361646,周公解梦大全查询,3
ALL,NULL,3505361646,周公解梦大全查询,562
1035,公众号自定义菜单,3505362541,美甲喵云课堂,3
1037,其他小程序,3505362541,美甲喵云课堂,5
1089,会话下拉,3505362541,美甲喵云课堂,1
ALL,NULL,3505362541,美甲喵云课堂,9
1001,列表,3505385368,一鹿有车,1
1005,全搜,3505385368,一鹿有车,1
1006,垂搜,3505385368,一鹿有车,4
1007,单聊,3505385368,一鹿有车,3
1020,公众号profile,3505385368,一鹿有车,4
1035,公众号自定义菜单,3505385368,一鹿有车,144
1042,好友搜索,3505385368,一鹿有车,1
1043,公众号模板消息,3505385368,一鹿有车,1
1089,会话下拉,3505385368,一鹿有车,1
ALL,NULL,3505385368,一鹿有车,160
1005,全搜,3505397985,海南分界洲岛旅游区,1
1006,垂搜,3505397985,海南分界洲岛旅游区,1
1020,公众号profile,3505397985,海南分界洲岛旅游区,4
1035,公众号自定义菜单,3505397985,海南分界洲岛旅游区,53
1037,其他小程序,3505397985,海南分界洲岛旅游区,1
1042,好友搜索,3505397985,海南分界洲岛旅游区,1
1048,长按小程序码,3505397985,海南分界洲岛旅游区,1
1053,搜一搜,3505397985,海南分界洲岛旅游区,1
1058,公众号文章,3505397985,海南分界洲岛旅游区,1
1102,NULL,3505397985,海南分界洲岛旅游区,3
ALL,NULL,3505397985,海南分界洲岛旅游区,67
1005,全搜,3505414364,快法务商标查询,1
1006,垂搜,3505414364,快法务商标查询,1
1007,单聊,3505414364,快法务商标查询,2
1035,公众号自定义菜单,3505414364,快法务商标查询,1
1089,会话下拉,3505414364,快法务商标查询,1
ALL,NULL,3505414364,快法务商标查询,6
1000,NULL,3505414859,图片文字识别,3
1001,列表,3505414859,图片文字识别,58
1005,全搜,3505414859,图片文字识别,859
1006,垂搜,3505414859,图片文字识别,1910
1007,单聊,3505414859,图片文字识别,270
1008,群聊,3505414859,图片文字识别,130
1020,公众号profile,3505414859,图片文字识别,21
1023,安卓桌面,3505414859,图片文字识别,1
1024,小程序profile,3505414859,图片文字识别,12
1027,本地搜索,3505414859,图片文字识别,3
1030,自动化测试下发,3505414859,图片文字识别,5
1035,公众号自定义菜单,3505414859,图片文字识别,36
1037,其他小程序,3505414859,图片文字识别,1236
1042,好友搜索,3505414859,图片文字识别,39
1044,群API,3505414859,图片文字识别,348
1047,扫描小程序码,3505414859,图片文字识别,1
1048,长按小程序码,3505414859,图片文字识别,14
1049,相册选取小程序码,3505414859,图片文字识别,2
1053,搜一搜,3505414859,图片文字识别,69
1089,会话下拉,3505414859,图片文字识别,98
1096,聊天记录,3505414859,图片文字识别,3
1102,NULL,3505414859,图片文字识别,11
ALL,NULL,3505414859,图片文字识别,5129
1005,全搜,3505420180,集时光相册,8
1006,垂搜,3505420180,集时光相册,3
1007,单聊,3505420180,集时光相册,1
1008,群聊,3505420180,集时光相册,6
1037,其他小程序,3505420180,集时光相册,2
1042,好友搜索,3505420180,集时光相册,1
1053,搜一搜,3505420180,集时光相册,2
1089,会话下拉,3505420180,集时光相册,2
ALL,NULL,3505420180,集时光相册,25
1001,列表,3505442649,书链,21
1005,全搜,3505442649,书链,12
1006,垂搜,3505442649,书链,25
1007,单聊,3505442649,书链,48
1008,群聊,3505442649,书链,139
1020,公众号profile,3505442649,书链,96
1023,安卓桌面,3505442649,书链,1
1024,小程序profile,3505442649,书链,9
1030,自动化测试下发,3505442649,书链,6
1035,公众号自定义菜单,3505442649,书链,1980
1037,其他小程序,3505442649,书链,2
1038,其他小程序返回,3505442649,书链,3
1043,公众号模板消息,3505442649,书链,7
1053,搜一搜,3505442649,书链,1
1058,公众号文章,3505442649,书链,5
1080,客服消息菜单,3505442649,书链,3
1082,公众号文字链,3505442649,书链,4640
1089,会话下拉,3505442649,书链,45
1096,聊天记录,3505442649,书链,1
1102,NULL,3505442649,书链,71
ALL,NULL,3505442649,书链,7115
1005,全搜,3505452551,智飞律师在线付费法律咨询,1
1006,垂搜,3505452551,智飞律师在线付费法律咨询,4
1037,其他小程序,3505452551,智飞律师在线付费法律咨询,1
1042,好友搜索,3505452551,智飞律师在线付费法律咨询,2
ALL,NULL,3505452551,智飞律师在线付费法律咨询,8
1000,NULL,3505458169,水滴筹公益,1
1001,列表,3505458169,水滴筹公益,2
1005,全搜,3505458169,水滴筹公益,103
1006,垂搜,3505458169,水滴筹公益,102
1007,单聊,3505458169,水滴筹公益,1
1008,群聊,3505458169,水滴筹公益,1
1020,公众号profile,3505458169,水滴筹公益,9
1027,本地搜索,3505458169,水滴筹公益,2
1042,好友搜索,3505458169,水滴筹公益,38
1044,群API,3505458169,水滴筹公益,9
1053,搜一搜,3505458169,水滴筹公益,1
1089,会话下拉,3505458169,水滴筹公益,3
ALL,NULL,3505458169,水滴筹公益,272
1001,列表,3505480474,快相册,73
1005,全搜,3505480474,快相册,33
1006,垂搜,3505480474,快相册,58
1007,单聊,3505480474,快相册,542
1008,群聊,3505480474,快相册,418
1010,收藏,3505480474,快相册,1
1014,模版消息,3505480474,快相册,10
1024,小程序profile,3505480474,快相册,8
1027,本地搜索,3505480474,快相册,3
1030,自动化测试下发,3505480474,快相册,3
1035,公众号自定义菜单,3505480474,快相册,3
1036,App分享消息,3505480474,快相册,175
1037,其他小程序,3505480474,快相册,260
1042,好友搜索,3505480474,快相册,7
1044,群API,3505480474,快相册,4300
1047,扫描小程序码,3505480474,快相册,33
1048,长按小程序码,3505480474,快相册,951
1049,相册选取小程序码,3505480474,快相册,42
1053,搜一搜,3505480474,快相册,3
1054,搜索历史,3505480474,快相册,1
1089,会话下拉,3505480474,快相册,286
1090,小程序右上菜单,3505480474,快相册,1
1096,聊天记录,3505480474,快相册,2
ALL,NULL,3505480474,快相册,7213
1005,全搜,3505517606,云社群,1
1037,其他小程序,3505517606,云社群,10
ALL,NULL,3505517606,云社群,11
1000,NULL,3505533208,大学生兼职,1
1001,列表,3505533208,大学生兼职,2
1005,全搜,3505533208,大学生兼职,43
1006,垂搜,3505533208,大学生兼职,52
1007,单聊,3505533208,大学生兼职,10
1008,群聊,3505533208,大学生兼职,1
1020,公众号profile,3505533208,大学生兼职,12
1035,公众号自定义菜单,3505533208,大学生兼职,617
1037,其他小程序,3505533208,大学生兼职,45
1042,好友搜索,3505533208,大学生兼职,23
1044,群API,3505533208,大学生兼职,5
1053,搜一搜,3505533208,大学生兼职,3
1058,公众号文章,3505533208,大学生兼职,19
1089,会话下拉,3505533208,大学生兼职,4
ALL,NULL,3505533208,大学生兼职,837
1005,全搜,3505548150,果蔬信息网,1
1035,公众号自定义菜单,3505548150,果蔬信息网,8
1037,其他小程序,3505548150,果蔬信息网,2
ALL,NULL,3505548150,果蔬信息网,11
1001,列表,3505566762,拼车数据助手,2
1005,全搜,3505566762,拼车数据助手,2
1007,单聊,3505566762,拼车数据助手,1
1037,其他小程序,3505566762,拼车数据助手,149
1042,好友搜索,3505566762,拼车数据助手,1
1089,会话下拉,3505566762,拼车数据助手,7
ALL,NULL,3505566762,拼车数据助手,162
1007,单聊,3505576766,特房优家置业,1
1026,附近的小程序,3505576766,特房优家置业,1
1035,公众号自定义菜单,3505576766,特房优家置业,3
ALL,NULL,3505576766,特房优家置业,5
1005,全搜,3505580955,微代驾,8
1006,垂搜,3505580955,微代驾,8
1020,公众号profile,3505580955,微代驾,3
1024,小程序profile,3505580955,微代驾,1
1035,公众号自定义菜单,3505580955,微代驾,296
1037,其他小程序,3505580955,微代驾,80
1042,好友搜索,3505580955,微代驾,1
1047,扫描小程序码,3505580955,微代驾,6
1048,长按小程序码,3505580955,微代驾,1
1053,搜一搜,3505580955,微代驾,2
1089,会话下拉,3505580955,微代驾,1
1102,NULL,3505580955,微代驾,9
ALL,NULL,3505580955,微代驾,416
1005,全搜,3505584602,重庆青年旅行社旗舰店,1
ALL,NULL,3505584602,重庆青年旅行社旗舰店,1
1001,列表,3505597289,ETC助手,14
1005,全搜,3505597289,ETC助手,294
1006,垂搜,3505597289,ETC助手,286
1007,单聊,3505597289,ETC助手,56
1008,群聊,3505597289,ETC助手,57
1011,扫描二维码,3505597289,ETC助手,110
1012,长按二维码,3505597289,ETC助手,7
1013,相册选取二维码,3505597289,ETC助手,1
1020,公众号profile,3505597289,ETC助手,8
1023,安卓桌面,3505597289,ETC助手,1
1024,小程序profile,3505597289,ETC助手,5
1027,本地搜索,3505597289,ETC助手,7
1035,公众号自定义菜单,3505597289,ETC助手,1395
1037,其他小程序,3505597289,ETC助手,36
1042,好友搜索,3505597289,ETC助手,94
1053,搜一搜,3505597289,ETC助手,11
1058,公众号文章,3505597289,ETC助手,1
1089,会话下拉,3505597289,ETC助手,18
1102,NULL,3505597289,ETC助手,91
ALL,NULL,3505597289,ETC助手,2492
1001,列表,3505597506,快递助手云打印,16
1005,全搜,3505597506,快递助手云打印,33
1006,垂搜,3505597506,快递助手云打印,82
1007,单聊,3505597506,快递助手云打印,3128
1008,群聊,3505597506,快递助手云打印,95
1010,收藏,3505597506,快递助手云打印,1
1011,扫描二维码,3505597506,快递助手云打印,7393
1012,长按二维码,3505597506,快递助手云打印,273
1013,相册选取二维码,3505597506,快递助手云打印,11
1020,公众号profile,3505597506,快递助手云打印,4
1023,安卓桌面,3505597506,快递助手云打印,4
1024,小程序profile,3505597506,快递助手云打印,7
1027,本地搜索,3505597506,快递助手云打印,2
1030,自动化测试下发,3505597506,快递助手云打印,2
1035,公众号自定义菜单,3505597506,快递助手云打印,55
1037,其他小程序,3505597506,快递助手云打印,3
1042,好友搜索,3505597506,快递助手云打印,10
