enterscene_,sceneinfo,appuin,appuinname,uv
1048,长按小程序码,3505000852,智联招聘丨白领招聘求职找工作,1
0,NULL,3505000855,华住会酒店预订汉庭全季桔子,1
1012,长按二维码,3505000855,华住会酒店预订汉庭全季桔子,1
1019,钱包,3505000855,华住会酒店预订汉庭全季桔子,1
1042,好友搜索,3505000855,华住会酒店预订汉庭全季桔子,1
1058,公众号文章,3505000855,华住会酒店预订汉庭全季桔子,1
1024,小程序profile,3505000891,vgo微海报,1
1005,全搜,3505000902,汽车报价大全,1
0,NULL,3505000902,汽车报价大全,1
1019,钱包,3505000902,汽车报价大全,1
1037,其他小程序,3505000902,汽车报价大全,1
1096,聊天记录,3505001334,Tinrry烘焙,1
1005,全搜,3505001898,诗词文学精选,1
1006,垂搜,3505001898,诗词文学精选,1
1020,公众号profile,3505001898,诗词文学精选,1
1027,本地搜索,3505001898,诗词文学精选,1
1037,其他小程序,3505001898,诗词文学精选,1
1044,群API,3505001898,诗词文学精选,1
1006,垂搜,3505001949,天天练口语一英语日语韩语,1
0,NULL,3505001949,天天练口语一英语日语韩语,1
1022,会话置部,3505001949,天天练口语一英语日语韩语,1
1043,公众号模板消息,3505001949,天天练口语一英语日语韩语,1
1053,搜一搜,3505001949,天天练口语一英语日语韩语,1
1000,NULL,3505002249,30天天气预报,1
1006,垂搜,3505002249,30天天气预报,1
1042,好友搜索,3505002249,30天天气预报,1
1001,列表,3505002480,盛装衣橱II穿衣搭配时尚服装搭配,1
1005,全搜,3505002480,盛装衣橱II穿衣搭配时尚服装搭配,1
1023,安卓桌面,3505002480,盛装衣橱II穿衣搭配时尚服装搭配,1
1027,本地搜索,3505002480,盛装衣橱II穿衣搭配时尚服装搭配,1
1005,全搜,3505002558,美食天下+,1
1020,公众号profile,3505002558,美食天下+,1
1080,客服消息菜单,3505002558,美食天下+,1
1000,NULL,3505003378,小打卡,1
1010,收藏,3505003378,小打卡,1
1012,长按二维码,3505003378,小打卡,1
1019,钱包,3505003378,小打卡,1
1031,长按一维码,3505003378,小打卡,1
1001,列表,3505004297,爱打卡,1
1007,单聊,3505004297,爱打卡,1
1042,好友搜索,3505004297,爱打卡,1
1019,钱包,3505004401,小泊停车,1
1024,小程序profile,3505004401,小泊停车,1
1006,垂搜,3505004986,德州扑克计算器,1
1008,群聊,3505004986,德州扑克计算器,1
1024,小程序profile,3505004986,德州扑克计算器,1
1027,本地搜索,3505004986,德州扑克计算器,1
0,NULL,3505006473,超能名片,1
1026,附近的小程序,3505006473,超能名片,1
1037,其他小程序,3505006473,超能名片,1
1023,安卓桌面,3505006775,老刀招聘,1
1048,长按小程序码,3505007084,兼职乐,1
1053,搜一搜,3505007084,兼职乐,1
1019,钱包,3505007606,如约出行,1
1022,会话置部,3505007606,如约出行,1
1054,搜索历史,3505007606,如约出行,1
1060,微信支付完成页,3505007606,如约出行,1
1080,客服消息菜单,3505007606,如约出行,1
1090,小程序右上菜单,3505007606,如约出行,1
1044,群API,3505008241,安居客房产,1
1060,微信支付完成页,3505008241,安居客房产,1
1001,列表,3505008467,房车大全,1
1006,垂搜,3505008467,房车大全,1
1008,群聊,3505008467,房车大全,1
1042,好友搜索,3505008467,房车大全,1
1053,搜一搜,3505008467,房车大全,1
1008,群聊,3505008647,木材人信息群,1
ALL,NULL,3505008647,木材人信息群,1
1007,单聊,3505011293,生日大管家,1
1027,本地搜索,3505011293,生日大管家,1
1035,公众号自定义菜单,3505011293,生日大管家,1
1005,全搜,3505012998,马拉松跑步助手,1
1007,单聊,3505012998,马拉松跑步助手,1
0,NULL,3505012998,马拉松跑步助手,1
1035,公众号自定义菜单,3505012998,马拉松跑步助手,1
1042,好友搜索,3505012998,马拉松跑步助手,1
1058,公众号文章,3505012998,马拉松跑步助手,1
1035,公众号自定义菜单,3505022087,群应用,1
1049,相册选取小程序码,3505022087,群应用,1
1054,搜索历史,3505022087,群应用,1
1090,小程序右上菜单,3505022087,群应用,1
1005,全搜,3505022278,贝乐虎,1
1027,本地搜索,3505022278,贝乐虎,1
1053,搜一搜,3505022278,贝乐虎,1
1023,安卓桌面,3505023440,水滴的字典,1
1058,公众号文章,3505023440,水滴的字典,1
1023,安卓桌面,3505026551,小考勤,1
1035,公众号自定义菜单,3505026551,小考勤,1
1005,全搜,3505026643,扇贝小字典,1
1006,垂搜,3505026643,扇贝小字典,1
1008,群聊,3505027751,FitTime即刻运动,1
1012,长按二维码,3505027751,FitTime即刻运动,1
1022,会话置部,3505027751,FitTime即刻运动,1
1024,小程序profile,3505027751,FitTime即刻运动,1
1020,公众号profile,3505031327,移车易,1
1044,群API,3505031327,移车易,1
1054,搜索历史,3505031327,移车易,1
1023,安卓桌面,3505031390,年检易,1
1027,本地搜索,3505031390,年检易,1
1008,群聊,3505032111,壁纸生成器,1
1023,安卓桌面,3505032111,壁纸生成器,1
1038,其他小程序返回,3505032111,壁纸生成器,1
1053,搜一搜,3505032111,壁纸生成器,1
1095,小程序广告组件,3505032111,壁纸生成器,1
1006,垂搜,3505033978,值班日历,1
1008,群聊,3505033978,值班日历,1
1027,本地搜索,3505033978,值班日历,1
1000,NULL,3505037445,WiFi一键连,1
0,NULL,3505037445,WiFi一键连,1
1049,相册选取小程序码,3505037445,WiFi一键连,1
1020,公众号profile,3505047828,小睡眠,1
1037,其他小程序,3505047828,小睡眠,1
1096,聊天记录,3505047828,小睡眠,1
1044,群API,3505048450,街电,1
1078,连wifi成功页,3505048450,街电,1
1095,小程序广告组件,3505048450,街电,1
1038,其他小程序返回,3505058977,中国电信营业厅,1
1080,客服消息菜单,3505058977,中国电信营业厅,1
1090,小程序右上菜单,3505058977,中国电信营业厅,1
1005,全搜,3505074901,企业查询宝,1
1008,群聊,3505074901,企业查询宝,1
1024,小程序profile,3505074901,企业查询宝,1
1027,本地搜索,3505074901,企业查询宝,1
1019,钱包,3505078432,黑咔相机,1
1074,公众号会话卡片,3505078432,黑咔相机,1
1080,客服消息菜单,3505078432,黑咔相机,1
1000,NULL,3505079331,优志愿填报助手,1
1005,全搜,3505079331,优志愿填报助手,1
1011,扫描二维码,3505079331,优志愿填报助手,1
1047,扫描小程序码,3505079331,优志愿填报助手,1
1096,聊天记录,3505079331,优志愿填报助手,1
1008,群聊,3505081122,婚礼汇,1
1037,其他小程序,3505081122,婚礼汇,1
1054,搜索历史,3505081122,婚礼汇,1
1010,收藏,3505089957,小小贺卡,1
1022,会话置部,3505089957,小小贺卡,1
1044,群API,3505089957,小小贺卡,1
1044,群API,3505090725,有伴英语,1
1048,长按小程序码,3505090725,有伴英语,1
1006,垂搜,3505096311,悟空找房+,1
1007,单聊,3505096311,悟空找房+,1
1024,小程序profile,3505096311,悟空找房+,1
1001,列表,3505099804,机工教育,1
1035,公众号自定义菜单,3505099804,机工教育,1
1000,NULL,3505104818,搜狗云表情,1
1038,其他小程序返回,3505104818,搜狗云表情,1
1090,小程序右上菜单,3505104818,搜狗云表情,1
1006,垂搜,3505112155,爱空间标准化家装装修,1
1058,公众号文章,3505112155,爱空间标准化家装装修,1
1058,公众号文章,3505147390,查视力,1
1090,小程序右上菜单,3505147390,查视力,1
1027,本地搜索,3505154585,钓鱼人手册,1
1019,钱包,3505159217,微信发票助手,1
1022,会话置部,3505159217,微信发票助手,1
1043,公众号模板消息,3505159217,微信发票助手,1
1048,长按小程序码,3505159217,微信发票助手,1
1005,全搜,3505170717,铺砖王,1
1011,扫描二维码,3505170717,铺砖王,1
1020,公众号profile,3505170717,铺砖王,1
1027,本地搜索,3505170717,铺砖王,1
1037,其他小程序,3505170717,铺砖王,1
1043,公众号模板消息,3505170717,铺砖王,1
1007,单聊,3505178655,58同城生活助手,1
1023,安卓桌面,3505178655,58同城生活助手,1
1024,小程序profile,3505178655,58同城生活助手,1
1053,搜一搜,3505182015,起名神器,1
1080,客服消息菜单,3505182015,起名神器,1
1096,聊天记录,3505182015,起名神器,1
1053,搜一搜,3505197487,群里有事,1
1060,微信支付完成页,3505197487,群里有事,1
1001,列表,3505206315,郑州空调家电维修,1
1007,单聊,3505206315,郑州空调家电维修,1
1089,会话下拉,3505227645,小微考勤,1
ALL,NULL,3505227645,小微考勤,1
1024,小程序profile,3505237122,核淘租房,1
1027,本地搜索,3505237122,核淘租房,1
1047,扫描小程序码,3505237122,核淘租房,1
1005,全搜,3505237697,玩转全球免税,1
1042,好友搜索,3505237697,玩转全球免税,1
1043,公众号模板消息,3505237697,玩转全球免税,1
1006,垂搜,3505240016,跟着拾爸做辅食,1
1012,长按二维码,3505240016,跟着拾爸做辅食,1
1022,会话置部,3505240016,跟着拾爸做辅食,1
1102,NULL,3505240016,跟着拾爸做辅食,1
1008,群聊,3505246641,卡车之家报价大全,1
1020,公众号profile,3505246641,卡车之家报价大全,1
1023,安卓桌面,3505246641,卡车之家报价大全,1
1007,单聊,3505247596,怪兽充电EnergyMonster,1
1008,群聊,3505254120,历史价格查询,1
1023,安卓桌面,3505254120,历史价格查询,1
1007,单聊,3505262464,成都家政保洁服务公司,1
ALL,NULL,3505262464,成都家政保洁服务公司,1
1006,垂搜,3505272598,爱儿小故事,1
1005,全搜,3505276863,记录体重,1
1008,群聊,3505276863,记录体重,1
1037,其他小程序,3505276863,记录体重,1
1020,公众号profile,3505279735,你萌好魔法拼豆,1
1037,其他小程序,3505279735,你萌好魔法拼豆,1
0,NULL,3505279735,你萌好魔法拼豆,1
1049,相册选取小程序码,3505279735,你萌好魔法拼豆,1
1008,群聊,3505289830,法律咨询平台BLAW,1
1048,长按小程序码,3505289830,法律咨询平台BLAW,1
1001,列表,3505291239,海投网一宣讲会校招网申,1
1006,垂搜,3505291239,海投网一宣讲会校招网申,1
1058,公众号文章,3505291239,海投网一宣讲会校招网申,1
1005,全搜,3505302283,数易人,1
1006,垂搜,3505302283,数易人,1
1102,NULL,3505302283,数易人,1
1089,会话下拉,3505312805,诚信回收手机回收,1
ALL,NULL,3505312805,诚信回收手机回收,1
1005,全搜,3505317814,微秀音乐贺卡,1
1023,安卓桌面,3505317814,微秀音乐贺卡,1
1027,本地搜索,3505317814,微秀音乐贺卡,1
1053,搜一搜,3505317814,微秀音乐贺卡,1
1096,聊天记录,3505317814,微秀音乐贺卡,1
1043,公众号模板消息,3505319924,有爱清单,1
1089,会话下拉,3505319924,有爱清单,1
1035,公众号自定义菜单,3505340257,印象名片,1
1048,长按小程序码,3505340257,印象名片,1
1027,本地搜索,3505360953,水滴大本营,1
1000,NULL,3505361646,周公解梦大全查询,1
1006,垂搜,3505361646,周公解梦大全查询,1
1023,安卓桌面,3505361646,周公解梦大全查询,1
1042,好友搜索,3505361646,周公解梦大全查询,1
1043,公众号模板消息,3505361646,周公解梦大全查询,1
1001,列表,3505362541,美甲喵云课堂,1
1035,公众号自定义菜单,3505362541,美甲喵云课堂,1
1089,会话下拉,3505362541,美甲喵云课堂,1
1008,群聊,3505385368,一鹿有车,1
1001,列表,3505397985,海南分界洲岛旅游区,1
1027,本地搜索,3505414364,快法务商标查询,1
ALL,NULL,3505414364,快法务商标查询,1
1020,公众号profile,3505414859,图片文字识别,1
1043,公众号模板消息,3505414859,图片文字识别,1
1090,小程序右上菜单,3505414859,图片文字识别,1
1096,聊天记录,3505414859,图片文字识别,1
1008,群聊,3505420180,集时光相册,1
1023,安卓桌面,3505420180,集时光相册,1
1024,小程序profile,3505420180,集时光相册,1
1012,长按二维码,3505442649,书链,1
1054,搜索历史,3505442649,书链,1
1007,单聊,3505452551,智飞律师在线付费法律咨询,1
1027,本地搜索,3505452551,智飞律师在线付费法律咨询,1
1089,会话下拉,3505452551,智飞律师在线付费法律咨询,1
1005,全搜,3505458169,水滴筹公益,1
1007,单聊,3505458169,水滴筹公益,1
1042,好友搜索,3505458169,水滴筹公益,1
1044,群API,3505458169,水滴筹公益,1
1042,好友搜索,3505480474,快相册,1
1045,朋友圈广告,3505480474,快相册,1
1054,搜索历史,3505480474,快相册,1
1060,微信支付完成页,3505480474,快相册,1
1090,小程序右上菜单,3505480474,快相册,1
1001,列表,3505517606,云社群,1
1037,其他小程序,3505517606,云社群,1
ALL,NULL,3505517606,云社群,1
1058,公众号文章,3505533208,大学生兼职,1
1001,列表,3505548150,果蔬信息网,1
1022,会话置部,3505566762,拼车数据助手,1
1027,本地搜索,3505566762,拼车数据助手,1
1042,好友搜索,3505566762,拼车数据助手,1
1001,列表,3505576766,特房营销线上销售平台,1
1027,本地搜索,3505576766,特房营销线上销售平台,1
1058,公众号文章,3505576766,特房营销线上销售平台,1
1089,会话下拉,3505576766,特房营销线上销售平台,1
1005,全搜,3505580955,微代驾,1
1006,垂搜,3505580955,微代驾,1
1007,单聊,3505580955,微代驾,1
1042,好友搜索,3505580955,微代驾,1
1001,列表,3505584602,重庆青年旅行社旗舰店,1
ALL,NULL,3505584602,重庆青年旅行社旗舰店,1
1022,会话置部,3505597289,ETC助手,1
1053,搜一搜,3505597289,ETC助手,1
1096,聊天记录,3505597289,ETC助手,1
1042,好友搜索,3505597506,快递助手云打印,1
1044,群API,3505597506,快递助手云打印,1
1048,长按小程序码,3505597506,快递助手云打印,1
1060,微信支付完成页,3505597506,快递助手云打印,1
1080,客服消息菜单,3505597506,快递助手云打印,1
1005,全搜,3505605261,生日神器,1
1008,群聊,3505605261,生日神器,1
1027,本地搜索,3505605261,生日神器,1
1038,其他小程序返回,3505605261,生日神器,1
1027,本地搜索,3505606835,成功微订+,1
1060,微信支付完成页,3505606835,成功微订+,1
1048,长按小程序码,3505607626,流量不限量助手,1
1054,搜索历史,3505607626,流量不限量助手,1
1090,小程序右上菜单,3505607626,流量不限量助手,1
1102,NULL,3505607626,流量不限量助手,1
1007,单聊,3505627497,好证照,1
1042,好友搜索,3505627497,好证照,1
1053,搜一搜,3505627497,好证照,1
1006,垂搜,3505628393,移动充值,1
1020,公众号profile,3505628393,移动充值,1
1054,搜索历史,3505628393,移动充值,1
1001,列表,3505656255,信阳房产网+,1
1020,公众号profile,3505656255,信阳房产网+,1
1024,小程序profile,3505656255,信阳房产网+,1
1027,本地搜索,3505656255,信阳房产网+,1
1043,公众号模板消息,3505656255,信阳房产网+,1
1005,全搜,3505657046,新泰微生活,1
1006,垂搜,3505657046,新泰微生活,1
1058,公众号文章,3505657046,新泰微生活,1
1037,其他小程序,3505662250,云南求职圈一找工作人才招聘网,1
1043,公众号模板消息,3505662250,云南求职圈一找工作人才招聘网,1
1001,列表,3505673150,彩票中了么,1
1001,列表,3505677516,盘锦便民信息平台,1
1042,好友搜索,3505677516,盘锦便民信息平台,1
1058,公众号文章,3505677516,盘锦便民信息平台,1
1022,会话置部,3505701833,58到家家庭服务,1
1058,公众号文章,3505701833,58到家家庭服务,1
1001,列表,3505709407,聊城房产网,1
1014,模版消息,3505709407,聊城房产网,1
1008,群聊,3505710754,纪念日助手,1
1014,模版消息,3505710754,纪念日助手,1
1042,好友搜索,3505710754,纪念日助手,1
1027,本地搜索,3505711379,宁波房产资讯,1
1058,公众号文章,3505711379,宁波房产资讯,1
1001,列表,3505719673,享动吧,1
1007,单聊,3505719673,享动吧,1
1005,全搜,3505720981,易草识别,1
1006,垂搜,3505720981,易草识别,1
1023,安卓桌面,3505720981,易草识别,1
1049,相册选取小程序码,3505722270,网吧特权小助手,1
1020,公众号profile,3505732524,E票电影+,1
1005,全搜,3505739633,拍照识物大全,1
1023,安卓桌面,3505739633,拍照识物大全,1
1024,小程序profile,3505739633,拍照识物大全,1
1001,列表,3505743464,男女星座运势,1
ALL,NULL,3505743464,男女星座运势,1
1023,安卓桌面,3505750248,同城二手车市场,1
1037,其他小程序,3505750248,同城二手车市场,1
1047,扫描小程序码,3505750248,同城二手车市场,1
1006,垂搜,3505750649,乐车邦养车洗车加油,1
1008,群聊,3505750649,乐车邦养车洗车加油,1
1030,自动化测试下发,3505750649,乐车邦养车洗车加油,1
1006,垂搜,3505757770,天涯户外运动俱乐部,1
1006,垂搜,3505821825,无忧保社保代缴,1
1023,安卓桌面,3505821825,无忧保社保代缴,1
1005,全搜,3505822578,鲨鱼记账,1
1020,公众号profile,3505823438,城宿CityHome,1
1036,App分享消息,3505823438,城宿CityHome,1
1048,长按小程序码,3505823438,城宿CityHome,1
1089,会话下拉,3505838538,猫托托猫咪快捷酒店,1
ALL,NULL,3505838538,猫托托猫咪快捷酒店,1
1001,列表,3505841149,长岛渔家乐旅游平台,1
1023,安卓桌面,3505853549,懂车,1
1037,其他小程序,3505853549,懂车,1
1001,列表,3505912677,郑州拼车顺风车,1
1008,群聊,3505912677,郑州拼车顺风车,1
1023,安卓桌面,3505912677,郑州拼车顺风车,1
1027,本地搜索,3505912677,郑州拼车顺风车,1
1037,其他小程序,3505912677,郑州拼车顺风车,1
1022,会话置部,3505925987,黑咔音乐相册,1
1042,好友搜索,3505925987,黑咔音乐相册,1
1049,相册选取小程序码,3505925987,黑咔音乐相册,1
1042,好友搜索,3505938551,英语口语天天说,1
1005,全搜,3505973316,装小蜜装修监理,1
1007,单聊,3505973316,装小蜜装修监理,1
1008,群聊,3505973316,装小蜜装修监理,1
1037,其他小程序,3505973316,装小蜜装修监理,1
1037,其他小程序,3505973491,高速ETC服务中心,1
1054,搜索历史,3505973651,日常祝福语贺卡,1
1006,垂搜,3505982731,音乐相册神器,1
1024,小程序profile,3505982731,音乐相册神器,1
1053,搜一搜,3505982731,音乐相册神器,1
1096,聊天记录,3505982731,音乐相册神器,1
1007,单聊,3505999912,家有律师,1
1024,小程序profile,3505999912,家有律师,1
1035,公众号自定义菜单,3505999912,家有律师,1
1005,全搜,3506000679,永乐票务+,1
1020,公众号profile,3506000679,永乐票务+,1
1048,长按小程序码,3506000679,永乐票务+,1
1006,垂搜,3506001733,艺术考级查询,1
1096,聊天记录,3506001733,艺术考级查询,1
1006,垂搜,3506002649,GIA裸钻石定制,1
1089,会话下拉,3506002649,GIA裸钻石定制,1
1027,本地搜索,3506006440,家装精品案例,1
1042,好友搜索,3506006440,家装精品案例,1
1005,全搜,3506009248,加速度手机维修,1
1037,其他小程序,3506009248,加速度手机维修,1
1038,其他小程序返回,3506009248,加速度手机维修,1
1042,好友搜索,3506009248,加速度手机维修,1
1102,NULL,3506009248,加速度手机维修,1
1005,全搜,3506009480,万年历日历,1
1007,单聊,3506009480,万年历日历,1
1024,小程序profile,3506009480,万年历日历,1
1038,其他小程序返回,3506009480,万年历日历,1
1020,公众号profile,3506009931,挖财记账,1
1024,小程序profile,3506009931,挖财记账,1
1037,其他小程序,3506009931,挖财记账,1
1023,安卓桌面,3506010766,嗨住租房,1
1030,自动化测试下发,3506010766,嗨住租房,1
1022,会话置部,3506013667,运动步数排行,1
1042,好友搜索,3506013667,运动步数排行,1
1090,小程序右上菜单,3506013667,运动步数排行,1
1006,垂搜,3506014565,帮啦跑腿+,1
1008,群聊,3506014565,帮啦跑腿+,1
1024,小程序profile,3506014565,帮啦跑腿+,1
1037,其他小程序,3506014565,帮啦跑腿+,1
1054,搜索历史,3506014565,帮啦跑腿+,1
1020,公众号profile,3506015049,新安买房,1
1089,会话下拉,3506015049,新安买房,1
1022,会话置部,3506015277,花帮主识花,1
1037,其他小程序,3506015277,花帮主识花,1
0,NULL,3506015277,花帮主识花,1
1048,长按小程序码,3506018439,AI拍照扫描翻译,1
1053,搜一搜,3506018439,AI拍照扫描翻译,1
1054,搜索历史,3506018439,AI拍照扫描翻译,1
1090,小程序右上菜单,3506018439,AI拍照扫描翻译,1
1020,公众号profile,3506018684,招聘虫丨招聘求职找工作,1
1023,安卓桌面,3506018684,招聘虫丨招聘求职找工作,1
1024,小程序profile,3506018684,招聘虫丨招聘求职找工作,1
1048,长按小程序码,3506018684,招聘虫丨招聘求职找工作,1
1005,全搜,3506018868,点学英语,1
1007,单聊,3506018868,点学英语,1
1027,本地搜索,3506018868,点学英语,1
1038,其他小程序返回,3506018868,点学英语,1
1010,收藏,3506020669,智行火车票,1
1060,微信支付完成页,3506020669,智行火车票,1
1020,公众号profile,3506020829,途家公寓民宿,1
1042,好友搜索,3506020829,途家公寓民宿,1
1054,搜索历史,3506020829,途家公寓民宿,1
1090,小程序右上菜单,3506020829,途家公寓民宿,1
1005,全搜,3506026328,小病自助,1
1007,单聊,3506026328,小病自助,1
1022,会话置部,3506026328,小病自助,1
1026,附近的小程序,3506027688,宝宝儿歌,1
1053,搜一搜,3506027688,宝宝儿歌,1
1092,城市服务页面,3506027688,宝宝儿歌,1
1102,NULL,3506027688,宝宝儿歌,1
1020,公众号profile,3506029158,山东师范大学本科招生,1
1035,公众号自定义菜单,3506029158,山东师范大学本科招生,1
1008,群聊,3506030697,易车,1
1023,安卓桌面,3506030697,易车,1
1024,小程序profile,3506030697,易车,1
1011,扫描二维码,3506034150,加加打车,1
1023,安卓桌面,3506034150,加加打车,1
1036,App分享消息,3506035114,兼职猫一兼职实习求职找工作平台,1
1047,扫描小程序码,3506035114,兼职猫一兼职实习求职找工作平台,1
1006,垂搜,3506036556,极简汇率,1
1007,单聊,3506036556,极简汇率,1
1024,小程序profile,3506036556,极简汇率,1
1035,公众号自定义菜单,3506036556,极简汇率,1
1037,其他小程序,3506036556,极简汇率,1
1038,其他小程序返回,3506036556,极简汇率,1
1020,公众号profile,3506040650,神机算万年历,1
1043,公众号模板消息,3506040650,神机算万年历,1
1048,长按小程序码,3506040650,神机算万年历,1
1102,NULL,3506040650,神机算万年历,1
1000,NULL,3506044594,中国移动10086+,1
1014,模版消息,3506044594,中国移动10086+,1
1019,钱包,3506044594,中国移动10086+,1
1048,长按小程序码,3506044594,中国移动10086+,1
0,NULL,3506044594,中国移动10086+,1
1022,会话置部,3506049392,递名片,1
1042,好友搜索,3506049392,递名片,1
1047,扫描小程序码,3506049392,递名片,1
1049,相册选取小程序码,3506049392,递名片,1
1001,列表,3506053835,萌狮换电,1
1035,公众号自定义菜单,3506053835,萌狮换电,1
1089,会话下拉,3506053835,萌狮换电,1
1042,好友搜索,3506057439,香哈菜谱+,1
1024,小程序profile,3506058497,上海中原房屋估价,1
1022,会话置部,3506059055,WIFI共享大师,1
1090,小程序右上菜单,3506059055,WIFI共享大师,1
1001,列表,3506059242,丰县人才网+,1
0,NULL,3506066281,小立报名,1
1010,收藏,3506066281,小立报名,1
1020,公众号profile,3506066281,小立报名,1
1022,会话置部,3506066281,小立报名,1
1037,其他小程序,3506066281,小立报名,1
1042,好友搜索,3506066281,小立报名,1
1054,搜索历史,3506066281,小立报名,1
1019,钱包,3506066650,车价天天报,1
1036,App分享消息,3506066650,车价天天报,1
1042,好友搜索,3506066650,车价天天报,1
1043,公众号模板消息,3506066650,车价天天报,1
1058,公众号文章,3506066650,车价天天报,1
1102,NULL,3506066650,车价天天报,1
1006,垂搜,3506073126,名片盒,1
1011,扫描二维码,3506073126,名片盒,1
1020,公众号profile,3506073126,名片盒,1
1023,安卓桌面,3506073126,名片盒,1
0,NULL,3506080265,闪萌表情,1
1036,App分享消息,3506080265,闪萌表情,1
1043,公众号模板消息,3506080265,闪萌表情,1
1047,扫描小程序码,3506080265,闪萌表情,1
1024,小程序profile,3506094989,生活家装饰,1
1027,本地搜索,3506094989,生活家装饰,1
1042,好友搜索,3506094989,生活家装饰,1
1005,全搜,3506097563,情绪云笔记,1
1043,公众号模板消息,3506097563,情绪云笔记,1
1102,NULL,3506097563,情绪云笔记,1
1006,垂搜,3506097756,易查单,1
1005,全搜,3506102449,篮球社圈,1
1007,单聊,3506102449,篮球社圈,1
1042,好友搜索,3506102449,篮球社圈,1
1043,公众号模板消息,3506102449,篮球社圈,1
1035,公众号自定义菜单,3506142033,吕博文BrwenLv,1
1047,扫描小程序码,3506142033,吕博文BrwenLv,1
1013,相册选取二维码,3506146652,功夫打印,1
1022,会话置部,3506146652,功夫打印,1
1043,公众号模板消息,3506146652,功夫打印,1
1053,搜一搜,3506146652,功夫打印,1
1020,公众号profile,3506154242,音乐站,1
1022,会话置部,3506154242,音乐站,1
1037,其他小程序,3506154242,音乐站,1
1048,长按小程序码,3506154242,音乐站,1
1096,聊天记录,3506154242,音乐站,1
1011,扫描二维码,3506154312,极办公jiwork,1
1089,会话下拉,3506154312,极办公jiwork,1
1007,单聊,3506154783,多肉图鉴吧,1
1023,安卓桌面,3506154783,多肉图鉴吧,1
1024,小程序profile,3506154783,多肉图鉴吧,1
1042,好友搜索,3506154783,多肉图鉴吧,1
1005,全搜,3506154931,榛果民宿预订,1
1010,收藏,3506154931,榛果民宿预订,1
1022,会话置部,3506154931,榛果民宿预订,1
1038,其他小程序返回,3506154931,榛果民宿预订,1
1042,好友搜索,3506154931,榛果民宿预订,1
1060,微信支付完成页,3506154931,榛果民宿预订,1
1006,垂搜,3506181470,秀表单,1
1010,收藏,3506181470,秀表单,1
1011,扫描二维码,3506181470,秀表单,1
1023,安卓桌面,3506181470,秀表单,1
1027,本地搜索,3506181470,秀表单,1
1020,公众号profile,3506194723,抽奖小工具,1
1036,App分享消息,3506194723,抽奖小工具,1
1060,微信支付完成页,3506194723,抽奖小工具,1
1095,小程序广告组件,3506194723,抽奖小工具,1
1014,模版消息,3506200808,乘务之家小助手,1
1023,安卓桌面,3506200808,乘务之家小助手,1
1043,公众号模板消息,3506200808,乘务之家小助手,1
1001,列表,3506207121,张家界旅游中心,1
1024,小程序profile,3506207121,张家界旅游中心,1
1023,安卓桌面,3506211711,大师讲解,1
1056,音乐播放器菜单,3506211711,大师讲解,1
1090,小程序右上菜单,3506236134,要出发周边游酒店门票,1
1000,NULL,3506251211,神农架e点外卖,1
1001,列表,3506251211,神农架e点外卖,1
1043,公众号模板消息,3506251211,神农架e点外卖,1
1060,微信支付完成页,3506251211,神农架e点外卖,1
1008,群聊,3506257438,高考志愿助手,1
1020,公众号profile,3506266221,体育彩票一定牛,1
1001,列表,3506267348,原版阅读,1
1007,单聊,3506267348,原版阅读,1
ALL,NULL,3506267348,原版阅读,1
1007,单聊,3506275678,扳手快查,1
1027,本地搜索,3506275678,扳手快查,1
1096,聊天记录,3506275678,扳手快查,1
1022,会话置部,3506277559,检查作业,1
1035,公众号自定义菜单,3506277559,检查作业,1
1038,其他小程序返回,3506277559,检查作业,1
1049,相册选取小程序码,3506277559,检查作业,1
1053,搜一搜,3506277559,检查作业,1
1054,搜索历史,3506277559,检查作业,1
1090,小程序右上菜单,3506277559,检查作业,1
1000,NULL,3506278134,识花君,1
1012,长按二维码,3506278134,识花君,1
1044,群API,3506278134,识花君,1
1047,扫描小程序码,3506278134,识花君,1
1005,全搜,3506278855,下一个假期,1
1006,垂搜,3506278855,下一个假期,1
1007,单聊,3506278855,下一个假期,1
1008,群聊,3506278855,下一个假期,1
1027,本地搜索,3506278855,下一个假期,1
1038,其他小程序返回,3506278855,下一个假期,1
1048,长按小程序码,3506278855,下一个假期,1
1008,群聊,3506287884,二维码工具,1
1037,其他小程序,3506287884,二维码工具,1
1042,好友搜索,3506287884,二维码工具,1
1096,聊天记录,3506287884,二维码工具,1
1006,垂搜,3506291673,大乐透彩票,1
1020,公众号profile,3506291673,大乐透彩票,1
1023,安卓桌面,3506291673,大乐透彩票,1
1024,小程序profile,3506291673,大乐透彩票,1
1035,公众号自定义菜单,3506304398,KK点歌,1
1043,公众号模板消息,3506304398,KK点歌,1
1008,群聊,3506310057,郏县旅游jxhwgl,1
1027,本地搜索,3506339230,恋爱迹,1
1035,公众号自定义菜单,3506339230,恋爱迹,1
1037,其他小程序,3506339230,恋爱迹,1
1042,好友搜索,3506339230,恋爱迹,1
1024,小程序profile,3506341417,野鹅国际机票,1
1058,公众号文章,3506341417,野鹅国际机票,1
1023,安卓桌面,3506375200,装饰设计案例,1
1089,会话下拉,3506375200,装饰设计案例,1
ALL,NULL,3506375200,装饰设计案例,1
1008,群聊,3506377324,卡亭,1
1020,公众号profile,3506377324,卡亭,1
1023,安卓桌面,3506377324,卡亭,1
