enterscene_,sceneinfo,appuin,appuinname,uv
1027,本地搜索,3506020829,途家公寓民宿,46
1037,其他小程序,3506278134,识花君,46
1014,模版消息,3506967354,稍后购买,46
1001,列表,3506967612,丁香人才丨招聘求职找工作,46
1008,群聊,3507000615,南航e行,46
ALL,NULL,3507126906,七弦古琴网,46
1014,模版消息,3507518246,个性手机壁纸生成,46
1035,公众号自定义菜单,3507639267,全民健步走,46
1024,小程序profile,3507648055,联通微服务,46
1089,会话下拉,3507738522,美团充电,46
1089,会话下拉,3508675992,传图识花草,46
1035,公众号自定义菜单,3830001806,巴乐兔租房平台,46
1008,群聊,3840004692,快题手,46
1024,小程序profile,3843008221,节日祝福贺卡,46
1037,其他小程序,3858001891,图片文字提取神器,46
1089,会话下拉,3505027751,FitTime即刻运动,45
1001,列表,3505182015,起名神器,45
1020,公众号profile,3505247596,怪兽充电EnergyMonster,45
1043,公众号模板消息,3505597289,ETC助手,45
1058,公众号文章,3506013667,运动步数排行,45
1014,模版消息,3506080265,闪萌表情,45
1042,好友搜索,3506080265,闪萌表情,45
1089,会话下拉,3506287884,二维码工具,45
1014,模版消息,3506457706,幸运抽奖,45
ALL,NULL,3506749131,听听展,45
1058,公众号文章,3507572247,宝小二帮你省钱吧,45
1001,列表,3508002855,美甲帮+,45
1007,单聊,3508019056,钢琴优课,45
1035,公众号自定义菜单,3508107293,腾讯相册,45
ALL,NULL,3508860022,PP停车,45
1001,列表,3808022889,走步健身,45
1102,NULL,3505003378,小打卡,44
1089,会话下拉,3505662250,云南求职圈一找工作人才招聘网,44
ALL,NULL,3505938551,英语口语天天说,44
1089,会话下拉,3506291673,大乐透彩票,44
1036,App分享消息,3507009004,木鸟短租民宿客栈住宿日租房预订,44
1047,扫描小程序码,3507666050,小宇宙Heli,44
1038,其他小程序返回,3507765505,报名工具,44
1027,本地搜索,3508520183,斗米找工作,44
1014,模版消息,3832017540,早起打卡ing,44
1027,本地搜索,3846017322,蛋壳公寓,44
ALL,NULL,3854000743,群发祝福,44
1023,安卓桌面,3505047828,小睡眠,43
1089,会话下拉,3505254120,历史价格查询,43
1035,公众号自定义菜单,3505385368,一鹿有车,43
1096,聊天记录,3505480474,快相册,43
ALL,NULL,3505566762,拼车数据助手,43
1053,搜一搜,3506080265,闪萌表情,43
1024,小程序profile,3506154931,榛果民宿预订,43
1001,列表,3506887471,超好用的抽签抓阄工具,43
1007,单聊,3506887471,超好用的抽签抓阄工具,43
1014,模版消息,3507009314,忆年共享相册,43
1001,列表,3507093245,天天口语秀,43
ALL,NULL,3507158360,面对面翻译,43
ALL,NULL,3508011964,小视频神器,43
1024,小程序profile,3508381465,讯飞快读,43
1007,单聊,3508518234,钱儿频道会员,43
1023,安卓桌面,3508518234,钱儿频道会员,43
1036,App分享消息,3508520183,斗米找工作,43
ALL,NULL,3508637094,EMS寄件,43
1035,公众号自定义菜单,3801010809,koolearn小教室,43
ALL,NULL,3812010636,查查菜价,43
1001,列表,3835000653,学英语口语训练营,43
ALL,NULL,3852016011,附近美容美发商家,43
1038,其他小程序返回,3859010399,真心感恩祝福,43
1089,会话下拉,3506467407,住范儿,42
1090,小程序右上菜单,3506543534,节日酷炫祝福,42
1089,会话下拉,3506882944,0基础学英语,42
1005,全搜,3507039171,壁纸精选,42
1048,长按小程序码,3507039171,壁纸精选,42
1089,会话下拉,3507095163,日常记账,42
1006,垂搜,3507422460,村长讲故事,42
1023,安卓桌面,3507437823,腾讯天气,42
1038,其他小程序返回,3507598001,微乘车码,42
1020,公众号profile,3507668586,儿歌多多,42
1047,扫描小程序码,3508000873,携程订酒店机票火车票汽车票门票,42
1012,长按二维码,3508002787,酒店机票火车,42
1027,本地搜索,3508032555,驾考宝典丨学车找驾校,42
1027,本地搜索,3508518234,钱儿频道会员,42
1005,全搜,3508520183,斗米找工作,42
1037,其他小程序,3508850708,语文汉语拼音一幼儿小学家长助手,42
1008,群聊,3508996283,相册制图器,42
1089,会话下拉,3508996283,相册制图器,42
1037,其他小程序,3208520159,信用卡还款+,41
1089,会话下拉,3505001898,诗词文学精选,41
1001,列表,3505002249,30天天气预报,41
1008,群聊,3505022087,群应用,41
1027,本地搜索,3505147390,查视力,41
1058,公众号文章,3505240016,跟着拾爸做辅食,41
1024,小程序profile,3505414859,图片文字识别,41
1006,垂搜,3506018439,AI拍照扫描翻译,41
ALL,NULL,3506073126,名片盒,41
ALL,NULL,3506154783,多肉图鉴吧,41
1036,App分享消息,3506278134,识花君,41
1089,会话下拉,3506387860,男生流行发型推荐指南,41
1089,会话下拉,3506896352,油价助手,41
1014,模版消息,3507007318,青团社兼职实习,41
1001,列表,3507014395,声乐课,41
1027,本地搜索,3507172682,顺风车拼车帮,41
1038,其他小程序返回,3507279016,邮证车务,41
1044,群API,3507338582,众安保险福利,41
ALL,NULL,3507520417,旧衣服回收捐赠,41
1058,公众号文章,3507875943,璞缇客精品度假,41
ALL,NULL,3508005418,597才盛人才网求职招聘找工作,41
ALL,NULL,3508333259,海宁求职,41
1008,群聊,3508518234,钱儿频道会员,41
1001,列表,3508733726,结伴吧,41
1014,模版消息,3801010809,koolearn小教室,41
1001,列表,3808012789,合租找室友,41
1089,会话下拉,3812027031,婚礼邀请函电子请帖结婚请柬,41
ALL,NULL,3843000541,新三水房产,41
1007,单聊,3858001891,图片文字提取神器,41
ALL,NULL,3505011293,生日大管家,40
1035,公众号自定义菜单,3505597506,快递助手云打印,40
1001,列表,3505822578,鲨鱼记账,40
1027,本地搜索,3506013667,运动步数排行,40
ALL,NULL,3506278855,下一个假期,40
1089,会话下拉,3506400216,iWOD健身,40
1014,模版消息,3506573244,菜菜美食日记,40
ALL,NULL,3507018666,古筝课,40
1023,安卓桌面,3507041826,去哪儿机票火车票酒店,40
1090,小程序右上菜单,3507135269,腾讯乘车码,40
1012,长按二维码,3507279016,邮证车务,40
1027,本地搜索,3507437823,腾讯天气,40
1027,本地搜索,3507518246,个性手机壁纸生成,40
1005,全搜,3508009271,微快递+,40
1038,其他小程序返回,3508012745,充值特惠,40
1035,公众号自定义菜单,3508019056,钢琴优课,40
1027,本地搜索,3508127507,名片全能王+,40
1089,会话下拉,3508148283,人保财险理赔单证上传,40
1008,群聊,3508161576,电子请柬贺卡,40
ALL,NULL,3508801088,大家车问问大咖,40
1014,模版消息,3808012789,合租找室友,40
ALL,NULL,3830011637,家的要素+,40
1035,公众号自定义菜单,3847016813,我要换发型,40
1001,列表,3505104818,搜狗云表情,39
1023,安卓桌面,3505480474,快相册,39
1035,公众号自定义菜单,3505580955,微代驾,39
1089,会话下拉,3505739633,拍照识物大全,39
ALL,NULL,3505973316,装小蜜装修监理,39
1001,列表,3505973651,日常祝福语贺卡,39
1001,列表,3506008433,票牛演出丨演唱会球赛话剧展览,39
1027,本地搜索,3506057439,香哈菜谱+,39
1074,公众号会话卡片,3506059055,WIFI共享大师,39
1022,会话置部,3506278134,识花君,39
1028,卡包,3507000615,南航e行,39
1089,会话下拉,3507009004,木鸟短租民宿客栈住宿日租房预订,39
1024,小程序profile,3507009314,忆年共享相册,39
1001,列表,3507077569,手机话费流量充值,39
1035,公众号自定义菜单,3507172682,顺风车拼车帮,39
ALL,NULL,3507584499,ocr文字识别助手,39
1010,收藏,3508002787,酒店机票火车,39
1089,会话下拉,3508079191,喵特漫展,39
ALL,NULL,3508098076,万年历经典版,39
1089,会话下拉,3508838169,WiFi免费连,39
1048,长按小程序码,3508878907,薄荷健康学院,39
1048,长按小程序码,3845012225,有票儿出行服务,39
1058,公众号文章,3848016283,ClubMed地中海俱乐部,39
1008,群聊,3858005060,58二手车精选,39
1053,搜一搜,3505000848,车来了精准实时公交,38
1037,其他小程序,3505048450,街电,38
1090,小程序右上菜单,3505048450,街电,38
1058,公众号文章,3505079331,优志愿填报助手,38
1096,聊天记录,3505089957,小小贺卡,38
ALL,NULL,3505112155,爱空间标准化家装装修,38
1089,会话下拉,3505627497,好证照,38
1006,垂搜,3506059055,WIFI共享大师,38
1027,本地搜索,3506573244,菜菜美食日记,38
1020,公众号profile,3507000614,中通助手,38
1023,安卓桌面,3507039171,壁纸精选,38
0,NULL,3507135269,腾讯乘车码,38
1001,列表,3507201725,生日管家,38
1044,群API,3507201725,生日管家,38
1035,公众号自定义菜单,3507572247,宝小二帮你省钱吧,38
1001,列表,3507746566,快递查询单号查询帮手,38
1037,其他小程序,3507747580,好友运动,38
1027,本地搜索,3508028748,土巴兔家居装修,38
1089,会话下拉,3508185647,孕期提醒,38
ALL,NULL,3508417674,专利大王,38
1001,列表,3829002105,趣找谱,38
ALL,NULL,3850002780,爱查快递,38
1042,好友搜索,3505000848,车来了精准实时公交,37
1007,单聊,3505001334,Tinrry烘焙,37
1038,其他小程序返回,3505001334,Tinrry烘焙,37
ALL,NULL,3505081122,婚礼汇,37
1058,公众号文章,3505757770,天涯户外运动俱乐部,37
ALL,NULL,3506026328,小病自助,37
1044,群API,3506154242,音乐站,37
1089,会话下拉,3507405973,火箭投递,37
1027,本地搜索,3507747580,好友运动,37
1014,模版消息,3507765505,报名工具,37
1007,单聊,3508000937,腾讯翻译君,37
1027,本地搜索,3508002855,美甲帮+,37
1058,公众号文章,3508019056,钢琴优课,37
1024,小程序profile,3508145002,玩车教授,37
1014,模版消息,3508337083,小学数学作业检查,37
1007,单聊,3508634803,小猿口算检查,37
1024,小程序profile,3800021419,制作音乐相册,37
1007,单聊,3803013832,邀请函制作邀请函模板设计,37
1089,会话下拉,3804004288,中通寄祝福,37
1008,群聊,3829002390,贝壳租房,37
1007,单聊,3842013839,满月酒百日宴周岁贺寿邀请函,37
1043,公众号模板消息,3846032181,粤省事,37
1027,本地搜索,3859008115,美好音乐相册制作,37
1038,其他小程序返回,3505001949,天天练口语一英语日语韩语,36
1014,模版消息,3505002558,美食天下+,36
1053,搜一搜,3505078432,黑咔相机,36
1006,垂搜,3505147390,查视力,36
1001,列表,3505361646,周公解梦大全查询,36
1014,模版消息,3506001733,艺术考级查询,36
1044,群API,3506013667,运动步数排行,36
ALL,NULL,3506018868,点学英语,36
1007,单聊,3506194723,抽奖小工具,36
ALL,NULL,3506304398,KK点歌,36
1001,列表,3506967354,稍后购买,36
1058,公众号文章,3507000638,大众点评美食电影运动旅游门票,36
1005,全搜,3507027828,草料二维码,36
1053,搜一搜,3507039171,壁纸精选,36
1006,垂搜,3507041826,去哪儿机票火车票酒店,36
1089,会话下拉,3507203057,公寓ABC,36
1089,会话下拉,3507226589,腾讯小经费,36
ALL,NULL,3507279037,邮证户政,36
1007,单聊,3507518246,个性手机壁纸生成,36
1027,本地搜索,3507980439,拍图识字,36
1036,App分享消息,3508111933,车轮查违章,36
1043,公众号模板消息,3508127507,名片全能王+,36
1001,列表,3508337083,小学数学作业检查,36
ALL,NULL,3508913061,苗木助手,36
1089,会话下拉,3852027183,拍照识别大全,36
1023,安卓桌面,3859008115,美好音乐相册制作,36
1048,长按小程序码,3859008115,美好音乐相册制作,36
1001,列表,3505031327,移车易,35
1023,安卓桌面,3505247596,怪兽充电EnergyMonster,35
1020,公众号profile,3505607626,流量不限量助手,35
1008,群聊,3506194723,抽奖小工具,35
1035,公众号自定义菜单,3506341417,野鹅国际机票,35
1007,单聊,3506636036,学习云资料,35
1054,搜索历史,3507000638,大众点评美食电影运动旅游门票,35
1007,单聊,3507104989,我要考大学,35
1089,会话下拉,3507131957,百城招聘丨求职找工作找人才,35
1038,其他小程序返回,3507278892,邮证港澳台签注,35
1037,其他小程序,3507279016,邮证车务,35
1001,列表,3507341609,农村别墅图纸库,35
1036,App分享消息,3507394654,中华万年历,35
1028,卡包,3507648055,联通微服务,35
ALL,NULL,3507814370,乂鱼旅行,35
ALL,NULL,3507832849,水滴健康保障,35
1006,垂搜,3508000872,艺龙酒店机票火车票预订,35
1092,城市服务页面,3508002787,酒店机票火车,35
1023,安卓桌面,3508107293,腾讯相册,35
1007,单聊,3508185676,高铁管家,35
ALL,NULL,3508334600,车位飞,35
1089,会话下拉,3840010330,榕榕姐姐故事,35
1054,搜索历史,3505000848,车来了精准实时公交,34
1056,音乐播放器菜单,3505003378,小打卡,34
1006,垂搜,3505247596,怪兽充电EnergyMonster,34
1008,群聊,3505701833,58到家家庭服务,34
1001,列表,3505853549,懂车,34
1089,会话下拉,3506036556,极简汇率,34
1024,小程序profile,3506066281,小立报名,34
1008,群聊,3506097756,易查单,34
1001,列表,3506457706,幸运抽奖,34
1011,扫描二维码,3506471706,巴巴快巴汽车票,34
ALL,NULL,3506550287,小发起,34
1048,长按小程序码,3507226589,腾讯小经费,34
1089,会话下拉,3507268610,卡卡停车,34
1007,单聊,3507338582,众安保险福利,34
1007,单聊,3507422460,村长讲故事,34
1024,小程序profile,3507518246,个性手机壁纸生成,34
ALL,NULL,3507542842,深圳租房信息,34
1043,公众号模板消息,3507639267,全民健步走,34
ALL,NULL,3507763577,万能WiFi大师,34
1035,公众号自定义菜单,3507929461,金牌人才市场,34
1042,好友搜索,3508000873,携程订酒店机票火车票汽车票门票,34
1005,全搜,3508000901,下厨房+,34
1001,列表,3508001632,跑步训练,34
1043,公众号模板消息,3508038509,巴士管家火车票汽车票预订,34
1049,相册选取小程序码,3508183270,小小签到,34
1001,列表,3508850708,语文汉语拼音一幼儿小学家长助手,34
1006,垂搜,3835014392,黑卡相机,34
1042,好友搜索,3505000849,K米点歌,33
ALL,NULL,3505008467,房车大全,33
ALL,NULL,3505033978,值班日历,33
1007,单聊,3505237697,玩转全球免税,33
1035,公众号自定义菜单,3505823438,城宿CityHome,33
1035,公众号自定义菜单,3506009248,加速度手机维修,33
1027,本地搜索,3506018439,AI拍照扫描翻译,33
1006,垂搜,3506194723,抽奖小工具,33
1023,安卓桌面,3506721989,我的艺术签名,33
1089,会话下拉,3506749131,听听展,33
1082,公众号文字链,3506967612,丁香人才丨招聘求职找工作,33
1024,小程序profile,3506983561,照片相册制作神器,33
1012,长按二维码,3507000615,南航e行,33
1096,聊天记录,3507009314,忆年共享相册,33
1024,小程序profile,3507027828,草料二维码,33
1020,公众号profile,3507041826,去哪儿机票火车票酒店,33
1007,单聊,3507351318,发票二维码,33
1037,其他小程序,3507405973,火箭投递,33
1024,小程序profile,3507639267,全民健步走,33
1024,小程序profile,3507765505,报名工具,33
1014,模版消息,3507941849,记步运动排行榜,33
1001,列表,3507992479,计划控,33
1096,聊天记录,3508000880,快递100小助手,33
1048,长按小程序码,3508042253,多人相册,33
1008,群聊,3508136171,名餐名厨招聘,33
1048,长按小程序码,3508149236,靓家居装修,33
ALL,NULL,3508781790,淘巴士汽车票出行,33
1024,小程序profile,3826011040,成都摇号助手,33
1001,列表,3505000843,驴妈妈门票预订,32
1042,好友搜索,3505037445,WiFi一键连,32
1037,其他小程序,3505178655,58同城生活助手,32
1102,NULL,3505247596,怪兽充电EnergyMonster,32
1011,扫描二维码,3505597289,ETC助手,32
ALL,NULL,3505605261,生日神器,32
1001,列表,3505739633,拍照识物大全,32
1043,公众号模板消息,3505999912,家有律师,32
ALL,NULL,3506009931,挖财记账,32
1023,安卓桌面,3506013667,运动步数排行,32
1089,会话下拉,3506154783,多肉图鉴吧,32
1042,好友搜索,3506278134,识花君,32
1008,群聊,3506550287,小发起,32
1007,单聊,3506963826,每日学英语,32
1011,扫描二维码,3507000634,美团外卖,32
1044,群API,3507000634,美团外卖,32
ALL,NULL,3507014425,吉他课,32
1102,NULL,3507063404,小电充电,32
1001,列表,3507831512,轻题库,32
1035,公众号自定义菜单,3507980439,拍图识字,32
1037,其他小程序,3507980439,拍图识字,32
1035,公众号自定义菜单,3508000875,小年糕+,32
1089,会话下拉,3508003043,万家出行,32
1060,微信支付完成页,3508009271,微快递+,32
1007,单聊,3508038112,觅己证件照,32
1035,公众号自定义菜单,3810023124,戏曲苑,32
1008,群聊,3831016632,帮推名片,32
1001,列表,3849001404,最美证件照in,32
1027,本地搜索,3505007606,如约出行,31
1012,长按二维码,3505037445,WiFi一键连,31
1023,安卓桌面,3505597506,快递助手云打印,31
1007,单聊,3506010766,嗨住租房,31
1090,小程序右上菜单,3506027688,宝宝儿歌,31
ALL,NULL,3506382591,马拉松比赛助手,31
1089,会话下拉,3506491427,国际驾照认证件,31
1023,安卓桌面,3507027828,草料二维码,31
1089,会话下拉,3507572247,宝小二帮你省钱吧,31
1027,本地搜索,3507668586,儿歌多多,31
1022,会话置部,3508000880,快递100小助手,31
1005,全搜,3508000937,腾讯翻译君,31
1001,列表,3508009333,无忧查违章,31
1007,单聊,3508009561,圈子记账,31
ALL,NULL,3508024317,住在九江网,31
1038,其他小程序返回,3508038112,觅己证件照,31
ALL,NULL,3508070429,太平洋汽车网+,31
1024,小程序profile,3508127507,名片全能王+,31
ALL,NULL,3508167529,练琴日记,31
1001,列表,3508427397,配音神器pro,31
1058,公众号文章,3801010809,koolearn小教室,31
ALL,NULL,3809035585,身高专业标准测试,31
1058,公众号文章,3826011040,成都摇号助手,31
1007,单聊,3841026530,宠咖秀,31
1005,全搜,3846032181,粤省事,31
1001,列表,3849006476,违章查询小助手,31
1027,本地搜索,3858010566,腾讯微回收,31
1027,本地搜索,3505002249,30天天气预报,30
1038,其他小程序返回,3505031327,移车易,30
1020,公众号profile,3505037445,WiFi一键连,30
1007,单聊,3505047828,小睡眠,30
1090,小程序右上菜单,3505701833,58到家家庭服务,30
1008,群聊,3505982731,音乐相册神器,30
1001,列表,3506009480,万年历日历,30
1035,公众号自定义菜单,3506020829,途家公寓民宿,30
ALL,NULL,3506607942,日记薄,30
ALL,NULL,3507014081,公务员朝夕刷题,30
1043,公众号模板消息,3507801930,抽奖助手,30
1027,本地搜索,3508000872,艺龙酒店机票火车票预订,30
1089,会话下拉,3508005418,597才盛人才网求职招聘找工作,30
1008,群聊,3508145002,玩车教授,30
1023,安卓桌面,3508381465,讯飞快读,30
1001,列表,3508508818,传图识别,30
1036,App分享消息,3508628779,芒果在线+,30
1089,会话下拉,3812010636,查查菜价,30
1001,列表,3845012225,有票儿出行服务,30
1035,公众号自定义菜单,3853017873,宠物领养送养,30
ALL,NULL,3855018853,交通违章扣分罚款查询,30
1102,NULL,3505000855,华住会酒店预订汉庭全季桔子,29
ALL,NULL,3505004986,德州扑克计算器,29
1024,小程序profile,3505007084,兼职乐,29
ALL,NULL,3505031390,年检易,29
1037,其他小程序,3505089957,小小贺卡,29
1005,全搜,3505147390,查视力,29
1044,群API,3505182015,起名神器,29
1013,相册选取二维码,3505597506,快递助手云打印,29
1006,垂搜,3506020669,智行火车票,29
1035,公众号自定义菜单,3506400216,iWOD健身,29
1007,单聊,3507003831,录音,29
ALL,NULL,3507023763,101贝考精选题库,29
1047,扫描小程序码,3507135269,腾讯乘车码,29
1036,App分享消息,3507201725,生日管家,29
1006,垂搜,3507437823,腾讯天气,29
1028,卡包,3507598001,微乘车码,29
1038,其他小程序返回,3507668586,儿歌多多,29
1020,公众号profile,3507765505,报名工具,29
1058,公众号文章,3507929461,金牌人才市场,29
ALL,NULL,3508016303,景点小故事+,29
1007,单聊,3508043624,有车以后,29
ALL,NULL,3508170007,体育圈招聘,29
1089,会话下拉,3508254249,56114物流查询,29
ALL,NULL,3508366900,吉他自学课堂,29
1006,垂搜,3508381465,讯飞快读,29
1023,安卓桌面,3508628779,芒果在线+,29
1001,列表,3508882140,电子请帖电子请柬微请帖,29
1007,单聊,3508996283,相册制图器,29
1089,会话下拉,3803013832,邀请函制作邀请函模板设计,29
1008,群聊,3807026337,拍照识花君,29
ALL,NULL,3855021108,常宁共享电话本,29
1005,全搜,3505003378,小打卡,28
1037,其他小程序,3505007606,如约出行,28
1053,搜一搜,3505008241,安居客房产,28
1080,客服消息菜单,3505048450,街电,28
1069,openSDK,3505089957,小小贺卡,28
1007,单聊,3505182015,起名神器,28
1001,列表,3505710754,纪念日助手,28
1089,会话下拉,3506009248,加速度手机维修,28
1007,单聊,3506018439,AI拍照扫描翻译,28
1048,长按小程序码,3506066650,车价天天报,28
1007,单聊,3506154242,音乐站,28
1023,安卓桌面,3506154242,音乐站,28
1089,会话下拉,3506436099,好色派沙拉+,28
1020,公众号profile,3507063404,小电充电,28
1023,安卓桌面,3507104989,我要考大学,28
1014,模版消息,3507278892,邮证港澳台签注,28
1044,群API,3507341609,农村别墅图纸库,28
1035,公众号自定义菜单,3507659571,快乐行藏文拼车,28
1023,安卓桌面,3507668586,儿歌多多,28
1022,会话置部,3508002787,酒店机票火车,28
ALL,NULL,3508013241,附近家政,28
1007,单聊,3508028748,土巴兔家居装修,28
1043,公众号模板消息,3508043624,有车以后,28
1014,模版消息,3508085951,力为跑步,28
ALL,NULL,3508359174,公益众筹平台,28
1007,单聊,3508434013,腾讯手机充值,28
1006,垂搜,3508905443,做个头像,28
1014,模版消息,3508905443,做个头像,28
ALL,NULL,3508931247,小应扫描,28
1027,本地搜索,3840015665,双色球彩票,28
1048,长按小程序码,3841026530,宠咖秀,28
1008,群聊,3842013839,满月酒百日宴周岁贺寿邀请函,28
1014,模版消息,3846011475,齐装网家居装修,28
ALL,NULL,3850023027,识花大全,28
1027,本地搜索,3852008606,特来电,28
1006,垂搜,3505000852,智联招聘丨白领招聘求职找工作,27
1001,列表,3505001334,Tinrry烘焙,27
1022,会话置部,3505003378,小打卡,27
ALL,NULL,3505006775,老刀招聘,27
ALL,NULL,3505026643,扇贝小字典,27
1019,钱包,3505048450,街电,27
1035,公众号自定义菜单,3505302283,数易人,27
1037,其他小程序,3505340257,印象名片,27
1089,会话下拉,3505385368,一鹿有车,27
1089,会话下拉,3505566762,拼车数据助手,27
1089,会话下拉,3505580955,微代驾,27
1006,垂搜,3506013667,运动步数排行,27
ALL,NULL,3506159906,腾讯退税通,27
1027,本地搜索,3506194723,抽奖小工具,27
1020,公众号profile,3506967354,稍后购买,27
1096,聊天记录,3507000638,大众点评美食电影运动旅游门票,27
ALL,NULL,3507005931,酒花儿APP,27
1036,App分享消息,3507007318,青团社兼职实习,27
1001,列表,3507021295,知乐邀请函,27
1001,列表,3507021762,烘焙帮Plus,27
1007,单聊,3507036389,爱回收手机回收,27
1008,群聊,3507039171,壁纸精选,27
1060,微信支付完成页,3507135269,腾讯乘车码,27
1006,垂搜,3507648055,联通微服务,27
1054,搜索历史,3508009271,微快递+,27
ALL,NULL,3508052347,365淘房,27
1035,公众号自定义菜单,3508079191,喵特漫展,27
ALL,NULL,3508092226,乌鲁木齐找工作,27
1024,小程序profile,3508111933,车轮查违章,27
1027,本地搜索,3508183270,小小签到,27
1013,相册选取二维码,3508231627,风火递,27
1089,会话下拉,3508417674,专利大王,27
ALL,NULL,3508425614,懒人英语lite,27
1014,模版消息,3845012225,有票儿出行服务,27
1001,列表,3847016813,我要换发型,27
ALL,NULL,3859002485,汪卡DogeCard,27
1035,公众号自定义菜单,3505000843,驴妈妈门票预订,26
1007,单聊,3505000855,华住会酒店预订汉庭全季桔子,26
1042,好友搜索,3505008241,安居客房产,26
ALL,NULL,3505022278,贝乐虎,26
1056,音乐播放器菜单,3505047828,小睡眠,26
1007,单聊,3505154585,钓鱼人手册,26
1023,安卓桌面,3505197487,群里有事,26
1058,公众号文章,3505246641,卡车之家报价大全,26
1007,单聊,3505302283,数易人,26
1008,群聊,3505317814,微秀音乐贺卡,26
1043,公众号模板消息,3505607626,流量不限量助手,26
1001,列表,3505627497,好证照,26
1035,公众号自定义菜单,3505662250,云南求职圈一找工作人才招聘网,26
1047,扫描小程序码,3505701833,58到家家庭服务,26
1048,长按小程序码,3505701833,58到家家庭服务,26
1001,列表,3506010766,嗨住租房,26
ALL,NULL,3506018684,招聘虫丨招聘求职找工作,26
1008,群聊,3506154242,音乐站,26
ALL,NULL,3506266221,体育彩票一定牛,26
1038,其他小程序返回,3506341417,野鹅国际机票,26
1007,单聊,3506457706,幸运抽奖,26
1089,会话下拉,3506493806,齐装网装修助手,26
1092,城市服务页面,3506901394,邮证快递,26
1027,本地搜索,3507019339,启信宝商业搜索,26
1024,小程序profile,3507036389,爱回收手机回收,26
1037,其他小程序,3507093245,天天口语秀,26
1027,本地搜索,3507113637,格林豪泰连锁酒店预订青皮树贝壳,26
1089,会话下拉,3507126906,七弦古琴网,26
1027,本地搜索,3507201725,生日管家,26
1008,群聊,3507226589,腾讯小经费,26
1023,安卓桌面,3507747580,好友运动,26
1089,会话下拉,3507781785,回家吃饭+,26
1012,长按二维码,3508000901,下厨房+,26
1037,其他小程序,3508000937,腾讯翻译君,26
1037,其他小程序,3508021752,豆果美食+,26
1035,公众号自定义菜单,3508042253,多人相册,26
ALL,NULL,3508048086,健康吃啥,26
1089,会话下拉,3508333259,海宁求职,26
1080,客服消息菜单,3508434013,腾讯手机充值,26
1056,音乐播放器菜单,3508518234,钱儿频道会员,26
1035,公众号自定义菜单,3508628779,芒果在线+,26
1001,列表,3508675992,传图识花草,26
1001,列表,3508838169,WiFi免费连,26
1048,长按小程序码,3800021419,制作音乐相册,26
1008,群聊,3812000128,美食杰菜谱大全,26
1001,列表,3825007204,51保障通,26
ALL,NULL,3828016447,昆明租房房星网,26
1089,会话下拉,3848026852,来一票电影+,26
1089,会话下拉,3850002780,爱查快递,26
ALL,NULL,3857026944,传图识字君,26
1011,扫描二维码,3505000843,驴妈妈门票预订,25
1048,长按小程序码,3505000848,车来了精准实时公交,25
1001,列表,3505000891,vgo微海报,25
1027,本地搜索,3505047828,小睡眠,25
1013,相册选取二维码,3505048450,街电,25
1013,相册选取二维码,3505159217,微信发票助手,25
1027,本地搜索,3505240016,跟着拾爸做辅食,25
1038,其他小程序返回,3505361646,周公解梦大全查询,25
ALL,NULL,3505720981,易草识别,25
1001,列表,3505925987,黑咔音乐相册,25
1020,公众号profile,3506013667,运动步数排行,25
1089,会话下拉,3506018868,点学英语,25
1023,安卓桌面,3506027688,宝宝儿歌,25
1007,单聊,3506044594,中国移动10086+,25
1048,长按小程序码,3506049392,递名片,25
ALL,NULL,3506275678,扳手快查,25
1007,单聊,3506277559,检查作业,25
1027,本地搜索,3506454292,安易递快递,25
1089,会话下拉,3506768714,货代经理人,25
1012,长按二维码,3507063404,小电充电,25
1037,其他小程序,3507172682,顺风车拼车帮,25
1001,列表,3507394654,中华万年历,25
1005,全搜,3507518246,个性手机壁纸生成,25
1008,群聊,3508000937,腾讯翻译君,25
1006,垂搜,3508107293,腾讯相册,25
1023,安卓桌面,3508111933,车轮查违章,25
1008,群聊,3508127507,名片全能王+,25
1089,会话下拉,3508637094,EMS寄件,25
1027,本地搜索,3825013392,途牛旅游跟团自助机票酒店火车票,25
ALL,NULL,3834032394,彩票双色球,25
ALL,NULL,3836020182,浦江招聘网,25
1001,列表,3841026530,宠咖秀,25
1023,安卓桌面,3843008221,节日祝福贺卡,25
1047,扫描小程序码,3858005060,58二手车精选,25
1023,安卓桌面,3505000902,汽车报价大全,24
1024,小程序profile,3505000902,汽车报价大全,24
1043,公众号模板消息,3505004401,小泊停车,24
1089,会话下拉,3505022278,贝乐虎,24
1027,本地搜索,3505442649,书链,24
1089,会话下拉,3505938551,英语口语天天说,24
1007,单聊,3506001733,艺术考级查询,24
1027,本地搜索,3506154931,榛果民宿预订,24
1037,其他小程序,3506194723,抽奖小工具,24
1058,公众号文章,3506236134,要出发周边游酒店门票,24
1058,公众号文章,3506493806,齐装网装修助手,24
1001,列表,3507019339,启信宝商业搜索,24
1001,列表,3507068324,乐乐作文,24
1089,会话下拉,3507158360,面对面翻译,24
1035,公众号自定义菜单,3507203057,公寓ABC,24
1089,会话下拉,3507279037,邮证户政,24
ALL,NULL,3507300168,11选5彩票,24
ALL,NULL,3507307542,日记备忘录,24
1008,群聊,3507422460,村长讲故事,24
1035,公众号自定义菜单,3507437823,腾讯天气,24
1027,本地搜索,3507746566,快递查询单号查询帮手,24
1027,本地搜索,3507828799,前程无忧51Job,24
